,VOC,JSC,FF,PCE,Electrolyte,Active area,Co-adsorbent,Co-sensitizer,Semiconductor,Dye loading,Exposure time,Solar simulator,Performance comment,Article author,Article title,Article journal,Article volume,Article DOI,Article pages,Article issue nr,Article EID,Article year,Article year.1,Article electronic id,Article keywords,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent
104,502.0,1.081,0.66,0.358,Iodide_Triiodide,0.25,-,-,"TiO2 film (12 um,+4 um scattering layer )",-,-,AM 1.5G 100mW/cm2,-,Velappan Kandavelu and Hsin-Sian Huang and Jia-Liang Jian and Thomas C.-K. Yang and Kun-Li Wang and Sheng-Tung Huang,Novel iminocoumarin dyes as photosensitizers for dye-sensitized solar cell,Solar Energy,83,10.1016/j.solener.2008.10.002,574--581,4,,01/01/2009,Kandavelu_2009,,,OC(=O)c1cc(ccc1O)C1N=C2Oc3c(C=C2c2n1c1ccccc1n2)cc1c2c3CCCN2CCC1,iminocoumarin,454.0,510.0,DMSO
105,470.0,1.912,0.69,0.581,Iodide_Triiodide,0.25,-,-,"TiO2 film (12 um,+4 um scattering layer )",-,-,AM 1.5G 100mW/cm2,-,Velappan Kandavelu and Hsin-Sian Huang and Jia-Liang Jian and Thomas C.-K. Yang and Kun-Li Wang and Sheng-Tung Huang,Novel iminocoumarin dyes as photosensitizers for dye-sensitized solar cell,Solar Energy,83,10.1016/j.solener.2008.10.002,574--581,4,,01/01/2009,Kandavelu_2009,,,CCCCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(cc1)C(=O)O)CCCC,iminocoumarin,454.0,504.0,DMSO
106,441.0,1.754,0.683,0.528,Iodide_Triiodide,0.25,-,-,"TiO2 film (12 um,+4 um scattering layer )",-,-,AM 1.5G 100mW/cm2,-,Velappan Kandavelu and Hsin-Sian Huang and Jia-Liang Jian and Thomas C.-K. Yang and Kun-Li Wang and Sheng-Tung Huang,Novel iminocoumarin dyes as photosensitizers for dye-sensitized solar cell,Solar Energy,83,10.1016/j.solener.2008.10.002,574--581,4,,01/01/2009,Kandavelu_2009,,,CCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(cc1)C(=O)O)CC,iminocoumarin,451.0,503.0,DMSO
107,490.0,0.936,0.651,0.299,Iodide_Triiodide,0.25,-,-,"TiO2 film (12 um,+4 um scattering layer )",-,-,AM 1.5G 100mW/cm2,-,Velappan Kandavelu and Hsin-Sian Huang and Jia-Liang Jian and Thomas C.-K. Yang and Kun-Li Wang and Sheng-Tung Huang,Novel iminocoumarin dyes as photosensitizers for dye-sensitized solar cell,Solar Energy,83,10.1016/j.solener.2008.10.002,574--581,4,,01/01/2009,Kandavelu_2009,,,OC(=O)c1ccc(cc1)C1N=C2Oc3c(C=C2c2n1c1ccccc1n2)cc1c2c3CCCN2CCC1,iminocoumarin,475.0,520.0,DMSO
108,610.0,13.47,0.68,5.53,Iodide_Triiodide,0.142,-,-,"TiO2 film (12 um,+4 um scattering layer )",143 nmol/cm2,6 hours,AM 1.5G 100mW/cm2,-,Bo Liu and Ran Wang and Weijun Mi and Xiaoyan Li and Haitao Yu,Novel branched coumarin dyes for dye-sensitized solar cells: significant improvement in photovoltaic performance by simple structure modification,Journal of Materials Chemistry,22,10.1039/c2jm32333h,15379,30,,01/01/2012,Liu_2012,,,CCCCn1c2ccc(cc2c2c1cccc2)c1cc(c(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C=C(\C(=O)O)/C#N,coumarin,507.0,714.0,CHCl3
110,561.0,10.5,0.68,4.02,Iodide_Triiodide,0.142,-,-,"TiO2 film (12 um,+4 um scattering layer )",124 nmol/cm2,6 hours,AM 1.5G 100mW/cm2,-,Bo Liu and Ran Wang and Weijun Mi and Xiaoyan Li and Haitao Yu,Novel branched coumarin dyes for dye-sensitized solar cells: significant improvement in photovoltaic performance by simple structure modification,Journal of Materials Chemistry,22,10.1039/c2jm32333h,15379,30,,01/01/2012,Liu_2012,,,CCCCC1(CCCC)c2ccccc2c2c1cc(cc2)c1cc(c(s1)c1cc2cc3C(C)(C)CCN4c3c(c2oc1=O)C(C)(C)CC4)/C=C(/C(=O)O)\C#N,coumarin,478.0,625.0,CHCl3
112,508.0,7.61,0.7,2.74,Iodide_Triiodide,0.142,-,-,"TiO2 film (12 um,+4 um scattering layer )",196 nmol/cm2,6 hours,AM 1.5G 100mW/cm2,-,Bo Liu and Ran Wang and Weijun Mi and Xiaoyan Li and Haitao Yu,Novel branched coumarin dyes for dye-sensitized solar cells: significant improvement in photovoltaic performance by simple structure modification,Journal of Materials Chemistry,22,10.1039/c2jm32333h,15379,30,,01/01/2012,Liu_2012,,,N#C/C(=C/c1cc(sc1c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)C)/C(=O)O,coumarin,467.0,617.0,CHCl3
114,590.0,12.91,0.61,4.59,Iodide_Triiodide,0.16,-,-,TiO2 film (18 um thick),-,24 hours,AM 1.5G 100mW/cm2,-,Changjian Zhong and Jianrong Gao and Yanhong Cui and Ting Li and Liang Han,Coumarin-bearing triarylamine sensitizers with high molar extinction coefficient for dye-sensitized solar cells,Journal of Power Sources,273,10.1016/j.jpowsour.2014.09.163,831--838,,,01/01/2015,Zhong_2015,,,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,coumarin,492.0,569.0,CH3OH-CHCl3
115,690.0,14.33,0.63,6.24,Iodide_Triiodide,0.16,-,-,TiO2 film (18 um thick),-,24 hours,AM 1.5G 100mW/cm2,-,Changjian Zhong and Jianrong Gao and Yanhong Cui and Ting Li and Liang Han,Coumarin-bearing triarylamine sensitizers with high molar extinction coefficient for dye-sensitized solar cells,Journal of Power Sources,273,10.1016/j.jpowsour.2014.09.163,831--838,,,01/01/2015,Zhong_2015,,,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,coumarin,473.0,553.0,CH3OH-CHCl3
116,550.0,2.18,0.69,1.03,Iodide_Triiodide,-,-,-,TiO2 film,-,12 hours,AM 1.5G 100mW/cm2,-,Sandeep Verma and Hirendra N Ghosh,Tuning Interfacial Charge Separation by Molecular Twist: A New Insight into Coumarin-Sensitized {TiO}2Films,The Journal of Physical Chemistry C,118,10.1021/jp5023696,10661--10669,20,,01/01/2014,Verma_2014,,,CCN(c1ccc2c(c1)OC(=O)[C@H](C2)C(=O)O)CC,coumarin,445.0,,acetonitrile
125,537.0,3.83,0.656,1.35,Iodide_Triiodide,0.25,-,-,TiO2 film (6 um thick + 4 um scattering layer),-,-,AM 1.5G 100mW/cm2,-,Haijing Feng and Ranran Li and Yicong Song and Xiaoyan Li and Bo Liu,"Novel D-$\uppi$-A-$\uppi$-A coumarin dyes for highly efficient dye-sensitized solar cells: Effect of $\uppi$-bridge on optical, electrochemical, and photovoltaic performance",Journal of Power Sources,345,10.1016/j.jpowsour.2017.01.115,59--66,,,01/01/2017,Feng_2017,,,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,coumarin,512.0,619.0,ethanol
127,678.0,13.31,0.697,6.29,Iodide_Triiodide,0.25,-,-,TiO2 film (6 um thick + 4 um scattering layer),-,-,AM 1.5G 100mW/cm2,-,Haijing Feng and Ranran Li and Yicong Song and Xiaoyan Li and Bo Liu,"Novel D-$\uppi$-A-$\uppi$-A coumarin dyes for highly efficient dye-sensitized solar cells: Effect of $\uppi$-bridge on optical, electrochemical, and photovoltaic performance",Journal of Power Sources,345,10.1016/j.jpowsour.2017.01.115,59--66,,,01/01/2017,Feng_2017,,,N#C/C(=C/c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,coumarin,490.0,578.0,ethanol
132,760.0,10.4,0.72,5.2,Iodide_Triiodide,0.1,-,-,TiO2 12 um thick,-,24 hours,AM 1.5G 100mW/cm2,-,Rohit L. Vekariya and Jayraj V. Vaghasiya and Abhishek Dhar,Coumarin based sensitizers with ortho-halides substituted phenylene spacer for dye sensitized solar cells,Organic Electronics,48,10.1016/j.orgel.2017.06.013,291--297,,,01/01/2017,Vekariya_2017,,,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)F)/C=C(\C(=O)O)/C#N)CC,coumarin,450.0,,ethanol:dichloromethane
133,748.0,8.3,0.73,4.1,Iodide_Triiodide,0.1,-,-,TiO2 12 um thick,-,24 hours,AM 1.5G 100mW/cm2,-,Rohit L. Vekariya and Jayraj V. Vaghasiya and Abhishek Dhar,Coumarin based sensitizers with ortho-halides substituted phenylene spacer for dye sensitized solar cells,Organic Electronics,48,10.1016/j.orgel.2017.06.013,291--297,,,01/01/2017,Vekariya_2017,,,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)Cl)/C=C(\C(=O)O)/C#N)CC,coumarin,442.0,,ethanol:dichloromethane
134,731.0,7.5,0.71,3.5,Iodide_Triiodide,0.1,-,-,TiO2 12 um thick,-,24 hours,AM 1.5G 100mW/cm2,-,Rohit L. Vekariya and Jayraj V. Vaghasiya and Abhishek Dhar,Coumarin based sensitizers with ortho-halides substituted phenylene spacer for dye sensitized solar cells,Organic Electronics,48,10.1016/j.orgel.2017.06.013,291--297,,,01/01/2017,Vekariya_2017,,,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)Br)/C=C(\C(=O)O)/C#N)CC,coumarin,433.0,,ethanol:dichloromethane
135,709.0,6.79,0.7,3.1,Iodide_Triiodide,0.1,-,-,TiO2 12 um thick,-,24 hours,AM 1.5G 100mW/cm2,-,Rohit L. Vekariya and Jayraj V. Vaghasiya and Abhishek Dhar,Coumarin based sensitizers with ortho-halides substituted phenylene spacer for dye sensitized solar cells,Organic Electronics,48,10.1016/j.orgel.2017.06.013,291--297,,,01/01/2017,Vekariya_2017,,,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)/C=C(\C(=O)O)/C#N)CC,coumarin,420.0,510.0,Acetonitrile-DMSO
142,620.0,10.94,0.7,4.7,Iodide_Triiodide,-,-,-,TiO2 18 um thick,-,24 hours,AM 1.5G 100mW/cm2,-,Liang Han and Ji He and Jin'ge Zhao and Shaoliang Jiang,New difluorenylaminocoumarin photosensitizers for dye-sensitized solar cells,Research on Chemical Intermediates,43,10.1007/s11164-017-2962-z,5779--5794,10,,01/01/2017,Han_2017,,,N#CC(=Cc1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O,coumarin,515.0,605.0,CHCl3-CH3OH
143,540.0,9.52,0.65,3.36,Iodide_Triiodide,-,-,-,TiO2 18 um thick,-,24 hours,AM 1.5G 100mW/cm2,-,Liang Han and Ji He and Jin'ge Zhao and Shaoliang Jiang,New difluorenylaminocoumarin photosensitizers for dye-sensitized solar cells,Research on Chemical Intermediates,43,10.1007/s11164-017-2962-z,5779--5794,10,,01/01/2017,Han_2017,,,N#C/C(=C\c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,coumarin,489.0,566.0,CH3OH-CHCl3
144,610.0,12.97,0.64,5.06,Iodide_Triiodide,-,-,-,TiO2 18 um thick,-,24 hours,AM 1.5G 100mW/cm2,-,Liang Han and Ji He and Jin'ge Zhao and Shaoliang Jiang,New difluorenylaminocoumarin photosensitizers for dye-sensitized solar cells,Research on Chemical Intermediates,43,10.1007/s11164-017-2962-z,5779--5794,10,,01/01/2017,Han_2017,,,N#CC(=Cc1ccc(s1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O,coumarin,497.0,581.0,CHCl3-CH3OH
146,670.0,14.53,0.61,5.94,Iodide_Triiodide,-,-,-,TiO2 18 um thick,-,24 hours,AM 1.5G 100mW/cm2,-,Liang Han and Ji He and Jin'ge Zhao and Shaoliang Jiang,New difluorenylaminocoumarin photosensitizers for dye-sensitized solar cells,Research on Chemical Intermediates,43,10.1007/s11164-017-2962-z,5779--5794,10,,01/01/2017,Han_2017,,,N#CC(=Cc1ccc(cc1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O,coumarin,493.0,572.0,CHCl3-CH3OH
148,720.0,10.9,0.57,2.48,Iodide_Triiodide,0.35,-,-,"TiO2, 10uM thickness",209 nmol/cm2,16 hours,AM 1.5G 100mW/cm2,-,Eva M. Barea and Ceylan Zafer and Burak Gultekin and Banu Aydin and Sermet Koyuncu and Siddik Icli and Francisco Fabregat Santiago and Juan Bisquert,Quantification of the Effects of Recombination and Injection in the Performance of Dye-Sensitized Solar Cells Based {onN}-Substituted Carbazole Dyes,The Journal of Physical Chemistry C,114,10.1021/jp1055842,19840--19848,46,,01/01/2010,Barea_2010,,,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O,carbazole,468.0,589.0,chloroform
149,710.0,4.12,0.71,1.65,Iodide_Triiodide,0.16,-,-,TiO2 8-12 uM thickness,-,24 hours,AM 1.5G 100mW/cm2,-,Liang Han and Xiaoyan Zu and Yanhong Cui and Huabiao Wu and Qing Ye and Jianrong Gao,Novel D{\textendash}A{\textendash}$\uppi${\textendash}A carbazole dyes containing benzothiadiazole chromophores for dye-sensitized solar cells,Organic Electronics,15,10.1016/j.orgel.2014.04.016,1536--1544,7,,01/01/2014,Han_2014,,,CCCCn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C1SC(=S)N(C1=O)CC(=O)O)C1SC(=S)N(C1=O)CC(=O)O,"carbazole, benzothiadiazole",507.0,596.0,CH3OH+CHCl3
150,610.0,8.47,0.6,2.39,Iodide_Triiodide,0.35,-,-,"TiO2, 10uM thickness",-,16 hours,AM 1.5G 100mW/cm2,-,Eva M. Barea and Ceylan Zafer and Burak Gultekin and Banu Aydin and Sermet Koyuncu and Siddik Icli and Francisco Fabregat Santiago and Juan Bisquert,Quantification of the Effects of Recombination and Injection in the Performance of Dye-Sensitized Solar Cells Based {onN}-Substituted Carbazole Dyes,The Journal of Physical Chemistry C,114,10.1021/jp1055842,19840--19848,46,,01/01/2010,Barea_2010,,,N#C/C(=C/c1ccc(s1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O,carbazole,438.0,585.0,chloroform
152,720.0,7.01,0.74,2.85,Iodide_Triiodide,0.09,-,-,"TiO2, 12uM thickness",-,-,AM 1.5G 100mW/cm2,-,Wei Cao and Manman Fang and Zhaofei Chai and Han Xu and Tainan Duan and Zhen Li and Xingguo Chen and Jingui Qin and Hongwei Han,"New D{\textendash}$\uppi${\textendash}A organic dyes containing a tert-butyl-capped indolo[3,2,1-jk]carbazole donor with bithiophene unit as $\uppi$-linker for dye-sensitized solar cells",{RSC} Adv.,5,10.1039/c5ra02720a,32967--32975,42,,01/01/2015,Cao_2015,,,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C,carbazole,464.0,,THF
157,530.0,10.41,0.72,3.96,Iodide_Triiodide,0.09,-,-,TiO2 film,209 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Wei Cao and Manman Fang and Zhaofei Chai and Han Xu and Tainan Duan and Zhen Li and Xingguo Chen and Jingui Qin and Hongwei Han,"New D{\textendash}$\uppi${\textendash}A organic dyes containing a tert-butyl-capped indolo[3,2,1-jk]carbazole donor with bithiophene unit as $\uppi$-linker for dye-sensitized solar cells",{RSC} Adv.,5,10.1039/c5ra02720a,32967--32975,42,,01/01/2015,Cao_2015,,,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O,carbazole,461.0,,THF
174,700.0,14.5,0.69,7.3,Iodide_Triiodide,0.25,-,-,TiO2 7.3 uM thickness,-,-,AM 1.5G 100mW/cm2,-,Nagatoshi Koumura and Zhong-Sheng Wang and Masanori Miyashita and Yu Uemura and Hiroki Sekiguchi and Yan Cui and Atsunori Mori and Shogo Mori and Kohjiro Hara,Substituted carbazole dyes for efficient molecular photovoltaics: long electron lifetime and high open circuit voltage performance,Journal of Materials Chemistry,19,10.1039/b905831a,4829,27,,01/01/2009,Koumura_2009,,,CCCCCCCOc1ccc2c(c1)n(CC)c1c2cc(cc1)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N,carbazole,480.0,,20%THF-toluene
175,650.0,16.0,0.71,8.1,Iodide_Triiodide,0.25,-,-,TiO2 8.1 uM thickness,-,-,AM 1.5G 100mW/cm2,-,Nagatoshi Koumura and Zhong-Sheng Wang and Masanori Miyashita and Yu Uemura and Hiroki Sekiguchi and Yan Cui and Atsunori Mori and Shogo Mori and Kohjiro Hara,Substituted carbazole dyes for efficient molecular photovoltaics: long electron lifetime and high open circuit voltage performance,Journal of Materials Chemistry,19,10.1039/b905831a,4829,27,,01/01/2009,Koumura_2009,,,CCCCCCCOc1ccc2c(c1)n(CC)c1c2cc(cc1)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N,carbazole,483.0,,20%THF-toluene
178,675.0,12.52,0.676,5.6,Iodide_Triiodide,-,-,-,TiO2 thin film (20 um),-,24 hours,AM 1.5G 100mW/cm2,-,Sung Soo Park and Yong Sun Won and Young Cheol Choi and Jae Hong Kim,Molecular Design of Organic Dyes with Double Electron Acceptor for Dye-Sensitized Solar Cell,Energy {\&} Fuels,23,10.1021/ef900207y,3732--3736,7,,01/01/2009,Park_2009,,,CCCC[C@@H](CN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N)CC,phenothiazine,462.0,,Dichloromethane
182,580.0,13.75,0.69,5.52,Iodide_Triiodide,0.125,-,-,TiO2 film (12 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Chin-Lung Chung and Chih-Han Chen and Chih-Hung Tsai and Ken-Tsung Wong,Novel organic dyes containing N-bridged oligothiophene coplanar cores for dye-sensitized solar cells,Organic Electronics,18,10.1016/j.orgel.2015.01.005,8--16,,,01/01/2015,Chung_2015,,,CCCCC(Cn1c2c3n(CC(CCCC)CC)c4c(c3sc2c2c1sc(c2)/C=C(\C(=O)O)/C#N)sc(c4)/C=C(/C(=O)O)\C#N)CC,oligothiophene,555.0,,THF
183,706.0,16.36,0.645,7.5,Iodide_Triiodide,0.1256,-,-,TiO2 films (10 um in thickness) with a scattering layer (4 um),-,12 hours,AM 1.5G 100mW/cm2,-,Xichuan Yang and Jianghua Zhao and Lei Wang and Jie Tian and Licheng Sun,Phenothiazine derivatives-based D{\textendash}$\uppi${\textendash}A and D{\textendash}A{\textendash}$\uppi${\textendash}A organic dyes for dye-sensitized solar cells,{RSC} Advances,4,10.1039/c4ra01858c,24377,46,,01/01/2014,Yang_2014,,,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(cc1OCCCC)OCCCC)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine,457.0,,dichloromethane
184,730.0,12.08,0.69,5.07,Iodide_Triiodide,0.16,-,-,TiO2 8-12 uM thickness,-,24 hours,AM 1.5G 100mW/cm2,-,Liang Han and Xiaoyan Zu and Yanhong Cui and Huabiao Wu and Qing Ye and Jianrong Gao,Novel D{\textendash}A{\textendash}$\uppi${\textendash}A carbazole dyes containing benzothiadiazole chromophores for dye-sensitized solar cells,Organic Electronics,15,10.1016/j.orgel.2014.04.016,1536--1544,7,,01/01/2014,Han_2014,,,CCCCn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(\C(=O)O)/C#N,"carbazole, benzothiadiazole",486.0,593.0,CH3OH+CHCl3
185,767.0,10.99,0.69,5.4,Iodide_Triiodide,0.16,-,-,TiO2 8-12 uM thickness,-,24 hours,AM 1.5G 100mW/cm2,-,Liang Han and Xiaoyan Zu and Yanhong Cui and Huabiao Wu and Qing Ye and Jianrong Gao,Novel D{\textendash}A{\textendash}$\uppi${\textendash}A carbazole dyes containing benzothiadiazole chromophores for dye-sensitized solar cells,Organic Electronics,15,10.1016/j.orgel.2014.04.016,1536--1544,7,,01/01/2014,Han_2014,,,CCCCn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(cc1)/C=C(\C(=O)O)/C#N,"carbazole, benzothiadiazole",441.0,568.0,CH3OH+CHCl3
186,792.0,10.2,0.65,5.1,Iodide_Triiodide,0.2399,-,-,TiO2 6uM thickness,-,-,AM 1.5G 100mW/cm2,-,Shingo Kajiyama and Yu Uemura and Hidetoshi Miura and Kohjiro Hara and Nagatoshi Koumura,Organic dyes with oligo-n-hexylthiophene for dye-sensitized solar cells: Relation between chemical structure of donor and photovoltaic performance,Dyes and Pigments,92,10.1016/j.dyepig.2011.08.016,1250--1256,3,,01/01/2012,Kajiyama_2012,,,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N)c1ccc2c(c1)c1ccccc1n2CC,carbazole,474.0,,20%THF-toluene
187,580.0,9.71,0.72,5.3,Iodide_Triiodide,0.2399,-,-,TiO2 6uM thickness,-,-,AM 1.5G 100mW/cm2,-,Shingo Kajiyama and Yu Uemura and Hidetoshi Miura and Kohjiro Hara and Nagatoshi Koumura,Organic dyes with oligo-n-hexylthiophene for dye-sensitized solar cells: Relation between chemical structure of donor and photovoltaic performance,Dyes and Pigments,92,10.1016/j.dyepig.2011.08.016,1250--1256,3,,01/01/2012,Kajiyama_2012,,,CCCCCCc1cc(sc1c1cc(c(s1)C=C(C(=O)O)C#N)CCCCCC)c1ccc2c(c1)c1ccccc1n2c1ccccc1,carbazole,473.0,,20%THF-toluene
188,660.0,9.73,0.72,5.4,Iodide_Triiodide,0.2399,-,-,TiO2 6uM thickness,-,-,AM 1.5G 100mW/cm2,-,Shingo Kajiyama and Yu Uemura and Hidetoshi Miura and Kohjiro Hara and Nagatoshi Koumura,Organic dyes with oligo-n-hexylthiophene for dye-sensitized solar cells: Relation between chemical structure of donor and photovoltaic performance,Dyes and Pigments,92,10.1016/j.dyepig.2011.08.016,1250--1256,3,,01/01/2012,Kajiyama_2012,,,CCCCCCc1cc(sc1c1cc(c(s1)C=C(C(=O)O)C#N)CCCCCC)c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)OC,carbazole,472.0,,20%THF-toluene
189,938.0,3.9,0.681,1.56,Iodide_Triiodide,0.2399,-,-,TiO2 12uM thickness,-,-,AM 1.5G 100mW/cm2,-,Ashok Keerthi and Deepa Sriramulu and Yeru Liu and Chan Thuang Yuan Timothy and Qing Wang and Suresh Valiyaveettil,Architectural influence of carbazole push{\textendash}pull{\textendash}pull dyes on dye sensitized solar cells,Dyes and Pigments,99,10.1016/j.dyepig.2013.07.002,787--797,3,,01/01/2013,Keerthi_2013,,,N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)C(=O)O,carbazole,445.0,557.0,THF
190,627.0,7.37,0.686,3.29,Iodide_Triiodide,0.2399,-,-,TiO2 12uM thickness,-,-,AM 1.5G 100mW/cm2,-,Ashok Keerthi and Deepa Sriramulu and Yeru Liu and Chan Thuang Yuan Timothy and Qing Wang and Suresh Valiyaveettil,Architectural influence of carbazole push{\textendash}pull{\textendash}pull dyes on dye sensitized solar cells,Dyes and Pigments,99,10.1016/j.dyepig.2013.07.002,787--797,3,,01/01/2013,Keerthi_2013,,,N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)c1ccccc1n2c1ccccc1)C(=O)O,carbazole,474.0,589.0,THF
191,620.0,8.3,0.738,3.8,Iodide_Triiodide,0.2399,-,-,TiO2 12uM thickness,-,-,AM 1.5G 100mW/cm2,-,Ashok Keerthi and Deepa Sriramulu and Yeru Liu and Chan Thuang Yuan Timothy and Qing Wang and Suresh Valiyaveettil,Architectural influence of carbazole push{\textendash}pull{\textendash}pull dyes on dye sensitized solar cells,Dyes and Pigments,99,10.1016/j.dyepig.2013.07.002,787--797,3,,01/01/2013,Keerthi_2013,,,CCCCC(Cn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)CC,carbazole,484.0,628.0,THF
192,632.0,4.85,0.735,2.36,Iodide_Triiodide,0.2399,-,-,TiO2 12uM thickness,-,-,AM 1.5G 100mW/cm2,-,Ashok Keerthi and Deepa Sriramulu and Yeru Liu and Chan Thuang Yuan Timothy and Qing Wang and Suresh Valiyaveettil,Architectural influence of carbazole push{\textendash}pull{\textendash}pull dyes on dye sensitized solar cells,Dyes and Pigments,99,10.1016/j.dyepig.2013.07.002,787--797,3,,01/01/2013,Keerthi_2013,,,CCCCC(COc1ccc(cc1)n1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)CC,carbazole,476.0,595.0,THF
193,639.0,3.22,0.73,1.53,Iodide_Triiodide,0.2399,-,-,TiO2 12uM thickness,-,-,AM 1.5G 100mW/cm2,-,Ashok Keerthi and Deepa Sriramulu and Yeru Liu and Chan Thuang Yuan Timothy and Qing Wang and Suresh Valiyaveettil,Architectural influence of carbazole push{\textendash}pull{\textendash}pull dyes on dye sensitized solar cells,Dyes and Pigments,99,10.1016/j.dyepig.2013.07.002,787--797,3,,01/01/2013,Keerthi_2013,,,N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)n(c1ccccc1)c1c2cccc1)C(=O)O,carbazole,459.0,560.0,THF
194,673.0,2.43,0.711,1.2,Iodide_Triiodide,0.2399,-,-,TiO2 12uM thickness,-,-,AM 1.5G 100mW/cm2,-,Ashok Keerthi and Deepa Sriramulu and Yeru Liu and Chan Thuang Yuan Timothy and Qing Wang and Suresh Valiyaveettil,Architectural influence of carbazole push{\textendash}pull{\textendash}pull dyes on dye sensitized solar cells,Dyes and Pigments,99,10.1016/j.dyepig.2013.07.002,787--797,3,,01/01/2013,Keerthi_2013,,,CCCCC(COc1ccc(cc1)n1c2ccccc2c2c1cc(cc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)CC,carbazole,461.0,557.0,THF
