,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent,VOC,JSC,FF,PCE
1188,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,442.0,,dichloromethane,741.0,11.12,0.6779999999999999,5.59
1190,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(o1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,468.0,,dichloromethane,724.0,13.26,0.6609999999999999,6.68
1192,CCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(o1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,468.0,,dichloromethane,737.0,12.31,0.6659999999999999,6.35
1194,N#C/C(=C\c1ccc(o1)c1ccc2c(c1)c1cc(ccc1n2CCCC(C)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,468.0,,dichloromethane,722.0,12.14,0.655,6.04
1218,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc(c2c1OCCO2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,548.0,636.0,THF,646.0,12.29,0.63,5.01
1220,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1nc2c(s1)nc(s2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OC)cccc1,triphenylamine,513.0,596.0,THF,686.0,14.99,0.62,6.35
1222,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,510.0,587.0,THF,671.0,13.65,0.6,5.45
1224,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N,triphenylamine,518.0,601.0,THF,665.0,12.99,0.57,4.93
1257,CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC,triphenylamine,579.0,,THF,494.0,14.31,68.0,4.8
1268,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(n1)CCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,457.0,,dichloromethane,810.0,11.78,0.6,5.73
1269,CCCCCCc1nc(sc1C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,465.0,,dichloromethane,754.0,12.06,0.62,5.6
1270,N#C/C(=C\c1ccc(n1c1c(F)c(F)c(c(c1F)F)F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,493.0,,dichloromethane,730.0,12.9,0.67,6.23
1271,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,triphenylamine,461.0,602.0,methanol,563.0,18.2,0.57,5.84
1272,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C/C=C\1/SC(=S)N(C1=O)CC(=O)O,triphenylamine,474.0,640.0,methanol,456.0,4.5,0.62,1.27
1281,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC,triphenylamine,456.0,,THF,730.0,11.4,0.69,5.7
1283,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nc(c1ccc(s1)/C=C(\C(=O)O)/C#N)c(n2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine,528.0,,toluene,725.0,11.6,0.63,5.2
1284,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1scc(c1)c1nc2cccc(c2nc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine,542.0,,toluene,720.0,13.2,0.65,6.1
1285,N#CSc1cn(c2c1cc(cc2)c1cc(c(s1)/C=C(/C(=O)O)\C#N)C)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,triphenylamine,426.0,606.0,chloroform,750.0,12.23,0.73,6.74
1286,N#C/C(=C\c1sc(cc1C)c1ccc2c(c1)ccn2c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)/C(=O)O,triphenylamine,430.0,613.0,chloroform,760.0,9.78,0.74,5.53
1287,CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC,triphenylamine,564.0,,THF,523.0,14.72,68.0,5.26
1289,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC,triphenylamine,524.0,,THF,714.0,11.54,0.67,5.49
1291,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,460.0,,dichloromethane,745.0,10.22,0.59,4.48
1292,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1nc(c(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,410.0,,dichloromethane,782.0,8.92,0.6,4.2
1293,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1sc(c(n1)CCCCCC)C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine,426.0,,dichloromethane,790.0,10.51,0.61,5.05
1294,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,554.0,,dichloromethane,665.0,6.47,0.672,2.86
1295,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine,548.0,,dichloromethane,657.0,8.42,0.6940000000000001,3.84
1296,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine,540.0,,dichloromethane,717.0,9.05,0.687,4.46
1297,CCCCCCc1cc(sc1c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine,563.0,,dichloromethane,749.0,12.54,0.6709999999999999,6.3
1298,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ncc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine,591.0,,dichloromethane,650.0,3.24,0.627,1.32
1299,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,419.0,,Methanol-chloroform,597.0,2.51,0.73,1.1
1300,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,438.0,,Methanol-chloroform,662.0,4.62,0.74,2.27
1301,CCCCOc1ccc(c(c1)OCCCC)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCC)OCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,500.0,658.0,dichloromethane,785.0,12.34,0.7,6.74
1302,CCCCOc1cc(OCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,504.0,646.0,dichloromethane,663.0,12.25,0.68,5.51
1305,CCCCc1c(sc(c1CCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,477.0,,chloroform,765.0,14.2,0.66,7.17
1308,CCCCc1c(sc(c1CCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,465.0,,chloroform,715.0,13.5,0.65,6.27
1311,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,533.0,745.0,THF,540.0,11.9,0.59,3.81
1317,CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC,triphenylamine,588.0,,THF,425.0,16.17,67.0,4.59
1326,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OC)ccc1OC,triphenylamine,305.0,,ethanol,707.0,12.62,0.61,5.43
1327,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCC)ccc1OCCC,triphenylamine,306.0,,ethanol,714.0,13.22,0.64,6.02
1328,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCCCCC)ccc1OCCCCCC,triphenylamine,306.0,,ethanol,745.0,12.83,0.64,6.12
1330,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,,,-,697.0,20.85,0.6659999999999999,9.67
1331,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,302.0,,ethanol,679.0,14.89,0.701,7.09
1332,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,304.0,,ethanol,661.0,16.56,0.65,7.11
1338,N#C/C(=C\c1ccc(n1c1ccc(cc1)C#N)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,490.0,,dichloromethane,690.0,13.7,0.61,5.71
1341,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,458.0,540.0,methanol,564.0,13.0,0.59,4.32
1342,OC(=O)CN1C(=S)S/C(=C/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,476.0,565.0,methanol,476.0,2.2,0.6,0.63
1343,CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC,triphenylamine,580.0,,THF,464.0,16.15,68.0,5.1
1352,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)OCC(CCCCC)CC,triphenylamine,527.0,,THF,693.0,11.16,0.66,5.11
1357,CCCC1(CCC)COc2c(OC1)c(sc2c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c2c1OCC(CO2)(CCC)CCC)/C=C(/C(=O)O)\C#N,triphenylamine,503.0,,THF,797.0,10.33,0.64,5.3
1358,CCCCCCC1(CCCCCC)COc2c(OC1)c(sc2c1sc(c2c1OCC(CO2)(CCCCCC)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,502.0,,THF,793.0,9.45,0.67,5.04
1362,N#C/C(=C\c1ccc(cc1)/C=C/c1cccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,433.0,519.0,THF,620.0,5.47,0.66,2.23
1363,N#CC(=Cc1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,400.0,607.0,THF,640.0,10.44,0.62,4.12
1364,N#CC(=Cc1cccc(c1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,395.0,504.0,THF,650.0,2.98,0.66,1.27
1366,OC(=O)c1ccc(cc1)/C=C/c1cccc(c1)N(c1ccccc1)c1ccccc1,triphenylamine,385.0,489.0,THF,580.0,1.47,0.57,0.48
1367,OC(=O)c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,385.0,478.0,THF,620.0,4.62,0.62,1.78
1368,OC(=O)c1cccc(c1)N(c1ccccc1)c1ccccc1,triphenylamine,346.0,442.0,THF,440.0,0.39,0.47,0.08
1369,OC(=O)Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,329.0,425.0,THF,600.0,2.31,0.6,0.83
1370,N#C/C(=C\c1ccc(o1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,469.0,533.0,THF,690.0,16.59,0.64,7.36
1371,N#CC(=Cc1ccc(o1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,486.0,629.0,dichloromethane,680.0,14.16,0.66,6.3
1372,N#C/C(=C\c1ccc(o1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,457.0,526.0,THF,680.0,14.08,0.65,6.2
1373,N#CC(=Cc1ccc(o1)/C=C/c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,459.0,534.0,THF,680.0,13.44,0.67,6.12
1375,CCCCCC(COc1ccc(cc1)N(c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CC,triphenylamine,535.0,,THF,666.0,9.0,0.69,4.14
1378,OC(=O)c1ccc2c(c1)nc1n2c(=O)c2c3c1cccc3c(cc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,460.0,613.0,toluene,662.0,6.45,0.69,3.0
1379,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc2c3c1cccc3c1n(c2=O)c2c(n1)cc(cc2)C(=O)O,triphenylamine,443.0,547.0,toluene,663.0,6.83,0.74,3.4
1380,COc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OC)cccc1)C(=O)O,triphenylamine,477.0,,chloroform,610.0,9.99,0.71,4.36
1385,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1sc2c(c1)c1nn(nc1c1c2sc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC(CCCC)CC,triphenylamine,478.0,,THF,712.0,11.43,0.73,5.95
1386,CCCCC(Cn1nc2c(n1)c1cc(sc1c1c2cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,triphenylamine,468.0,,THF,703.0,14.04,0.7,6.87
1387,CCCCC(Cn1nc2c(n1)c1cc(sc1c1c2cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=C(C(=O)O)C#N)CC,triphenylamine,434.0,,THF,732.0,12.58,0.74,6.85
1388,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1sc2c(c1)c(OCCCCCCCC)c1c(c2OCCCCCCCC)cc(s1)c1ccc(s1)C(=O)O,triphenylamine,491.0,,THF,703.0,9.89,0.62,4.3
1389,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1sc2c(c1)c(OCCCCCCCC)c1c(c2OCCCCCCCC)cc(s1)c1ccc(cc1)C(=O)O,triphenylamine,491.0,,THF,720.0,9.85,0.645,4.6
1390,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC,triphenylamine,479.0,,THF,732.0,12.0,0.7,6.1
1392,CC(CCOc1ccc(cc1)N(c1ccc(cc1)OCCC(C)C)c1ccc(cc1)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc(cc1)N(c1ccc(cc1)OCCC(C)C)c1ccc(cc1)OCCC(C)C)C(=O)O)C,triphenylamine,484.0,,chloroform,700.0,7.6,0.75,3.98
1393,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)C(=O)O,triphenylamine,482.0,,chloroform,650.0,8.72,0.73,4.1
1396,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)c(cs1)C=C(C(=O)O)C#N,triphenylamine,532.0,,dichloromethane,826.0,11.54,0.72,6.86
1398,CCCCCCCCC1(CCCCCCCC)c2cc(C#CC#Cc3ccc(cc3)N(c3ccccc3)c3ccccc3)ccc2c2c1cc(cc2)C=C(C(=O)O)C#N,triphenylamine,389.0,480.0,THF,630.0,6.05,0.66,2.52
1399,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1cc2c(s1)c1c(n2c2ccc(cc2)OCCCCCC)c(cs1)C=C(C(=O)O)C#N,triphenylamine,,,-,824.0,11.5,0.72,6.82
1408,COc1cccc(c1)c1ccc(c2c1[nH]c(n2)c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/[N+]#[C-])c1ccc(cc1)Br)c1cccc(c1)OC,triphenylamine,423.0,547.0,chloroform,680.0,6.45,0.59,2.57
1409,COc1cccc(c1)c1ccc(c2c1[nH]c(n2)c1ccc(cc1)N(c1ccc(cc1)c1cccc(c1)N(C)C)c1ccc(cc1)/C=C(\C(=O)O)/[N+]#[C-])c1cccc(c1)OC,triphenylamine,428.0,557.0,chloroform,640.0,7.2,0.58,2.65
1410,COc1cccc(c1)c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/[N+]#[C-])c1ccc(cc1)c1nc2c([nH]1)c(ccc2c1cccc(c1)OC)c1cccc(c1)OC,triphenylamine,428.0,554.0,chloroform,740.0,9.03,0.64,4.31
1412,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,triphenylamine,494.0,,chloroform,650.0,6.21,0.72,2.69
1414,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(cc1)/C=C(\C(=O)O)/C#N,triphenylamine,468.0,,chloroform,600.0,4.65,0.68,1.89
1422,CCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)cccc1,triphenylamine,454.0,,THF,741.0,13.13,0.73,7.09
1424,CCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)cccc1,triphenylamine,464.0,,THF,707.0,14.73,0.69,7.23
1426,N#C/C(=C\c1ccc(s1)c1c2ccccc2c(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,522.0,,THF,546.0,2.84,0.76,1.17
1428,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1c2ccccc2c(c2c1nsn2)c1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine,532.0,,THF,677.0,12.71,0.74,6.37
1429,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc(cc2)/C=C(/C(=O)O)\C#N)C#C[Pt](P(CC)(CC)CC)(P(CC)(CC)CC)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,398.0,496.0,THF,650.0,4.5,0.7,2.0
1431,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1c2ccccc2c(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,544.0,,THF,574.0,4.35,0.76,1.94
1438,N#C/C(=C\c1cc(c(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,493.0,,chloroform,836.0,10.35,0.6779999999999999,5.87
1439,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,502.0,,chloroform,822.0,10.74,0.63,5.56
1440,N#C/C(=C\c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,458.0,,chloroform,853.0,8.71,0.669,4.97
1441,N#C/C(=C/c1ccc(o1)/C=C/c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1ccc(cc1)C(C)(C)C)/C(=O)O,triphenylamine,456.0,,ethanol,720.0,10.98,0.57,4.48
1442,N#C/C(=C/c1sc(c2c1OCCO2)/C=C/c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1ccc(cc1)C(C)(C)C)/C(=O)O,triphenylamine,467.0,,ethanol,640.0,10.31,0.62,4.08
1443,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C=C/c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1ccc(cc1)C(C)(C)C)/C(=O)O,triphenylamine,441.0,,ethanol,615.0,11.8,0.58,4.23
1444,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1ccc(cc1)C(C)(C)C)/C(=O)O,triphenylamine,450.0,,ethanol,675.0,12.65,0.63,5.35
1445,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)C=C(C(=O)O)C#N,triphenylamine,552.0,,chloroform,756.0,15.4,0.76,8.8
1446,CCCCCCOc1ccc(cc1)N(c1ncc(s1)c1sc2c(c1)c1cc(sc1c(c2OCCCCCC)OCCCCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,diphenylamine,458.0,,chloroform,683.0,9.6,0.78,5.1
1447,CCCCCCOc1ccc(cc1)N(c1ccc(s1)c1sc2c(c1)c1cc(sc1c(c2OCCCCCC)OCCCCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,diphenylamine,502.0,,chloroform,603.0,11.8,0.75,5.4
1448,CCCCCCOc1ccc(cc1)N(c1ncc(s1)c1sc2c(c1)C(c1c2sc(c1)/C=C(/C(=O)O)\C#N)(CCCCCC)CCCCCC)c1ccc(cc1)OCCCCCC,diphenylamine,539.0,,chloroform,671.0,10.1,0.7,4.8
1449,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)c1cc(sc1c(c2OCCCCCC)OCCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine,459.0,,chloroform,810.0,9.4,0.74,5.6
1450,CCCCCCOc1ccc(cc1)N(c1ccc(s1)c1sc2c(c1)C(c1c2sc(c1)/C=C(/C(=O)O)\C#N)(CCCCCC)CCCCCC)c1ccc(cc1)OCCCCCC,diphenylamine,565.0,,chloroform,622.0,14.9,0.71,6.6
1451,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccc(cc2)n2c3ccccc3c3c2cccc3)c2ccc(cc2)n2c3ccccc3c3c2cccc3)CC(C1)(C)C)/C(=O)O,triphenylamine,480.0,653.0,chloroform,632.0,13.8,0.69,6.02
1452,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,triphenylamine,522.0,,chloroform,567.0,9.05,0.56,2.87
1453,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,triphenylamine,508.0,,chloroform,543.0,8.02,0.64,2.79
