Name,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
136,CCN(c1ccc(cc1)/C=C(/C(=O)O)\C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.02.016,diethylamino,385.0,,540.0,3.64,0.65,1.29
137,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)/C=C\1/SC(=S)N(C1=O)CC(=O)O)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ef900207y,phenothiazine,484.0,,525.0,3.94,0.628,1.3
138,CCCC[C@@H](CN1c2ccc(cc2Sc2c1cccc2)/C=C\1/SC(=S)N(C1=O)CC(=O)O)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ef900207y,phenothiazine,477.0,,425.0,1.57,0.635,0.4
139,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)/C=C(/C(=O)O)\C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ef900207y,phenothiazine,469.0,,675.0,14.96,0.682,6.8
140,CCCCCCCCCCCC[C@H](CN1c2ccc(cc2Sc2c1ccc(c2)N1CCCC1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CCCCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,536.0,659.0,575.0,1.28,0.58,0.5
141,CCCCCCCCCCCC[C@H](CN1c2ccc(cc2Sc2c1ccc(c2)n1c2ccccc2c2c1cccc2)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CCCCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,478.0,657.0,615.0,3.64,0.57,1.3
142,CCCCCCCCCCCC[C@H](CN1c2ccc(cc2Sc2c1ccc(c2)N1c2ccccc2Sc2c1cccc2)/C=C\1/SC(=S)N(C1=O)CC(=O)O)CCCCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,472.0,636.0,698.0,3.87,0.65,1.8
143,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C/1\SC(=S)N(C1=O)CC(=O)O)c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,503.0,688.0,683.0,4.46,0.6,1.9
144,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(cc1)C)/C=C/1\SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,471.0,655.0,638.0,3.33,0.57,1.2
145,CCCCCCCCCCCC[C@H](CN1c2ccc(cc2Sc2c1ccc(c2)C#N)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CCCCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,462.0,630.0,613.0,1.07,0.53,0.4
146,CCCCCCCCCCCC[C@H](CN1c2ccc(cc2Sc2c1ccc(c2)/C=C/1\SC(=S)N(C1=O)CC(=O)O)Br)CCCCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,473.0,643.0,627.0,1.77,0.59,0.6
147,CCCCCCCCCCCC[C@H](CN1c2ccccc2Sc2c1ccc(c2)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CCCCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,478.0,651.0,607.0,2.0,0.58,0.7
148,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1ccc(s1)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.031,phenothiazine,653.0,775.0,411.0,3.1,0.7240000000000001,0.9
149,CCSc1cc2c(cc1C=C(C(=O)O)C#N)Sc1c(N2c2ccc(cc2)OC)cccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.12.007,phenothiazine,492.0,649.0,818.5,9.23,0.7597,5.74
150,CCCCN1c2cc(SCC)c(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.12.007,phenothiazine,472.0,652.0,768.7,10.26,0.7224,5.7
151,COc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.12.007,phenothiazine,476.0,637.0,781.7,10.2,0.755,6.02
152,CCCCN1c2ccc(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.12.007,phenothiazine,456.0,639.0,730.6,10.98,0.7213,5.78
153,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccc2c(c1)C(CCC)(CCC)c1c2cccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2cccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.05.015,phenothiazine,464.0,,734.0,13.01,0.68,6.49
155,CCCCCCN1c2ccc(cc2Oc2c1cccc2)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo201057b,phenoxazine,513.0,676.0,679.0,9.13,0.71,4.4
156,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)N(c1ccc(cc1)C(c1ccccc1)(C)C)c1ccc(cc1)C(c1ccccc1)(C)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.05.015,phenothiazine,478.0,,705.0,12.63,0.69,6.14
157,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc2c(c1)c1ccccc1n2CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.05.015,phenothiazine,470.0,,748.0,14.02,0.68,7.13
158,CCCCCCN1c2ccc(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.05.015,phenothiazine,453.0,,710.0,12.96,0.71,6.63
159,CCCCCCc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.10.032,phenothiazine,436.0,,636.0,18.692,0.6137,7.3
160,CCCCCCc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.10.032,phenothiazine,445.0,,606.0,15.864,0.6287,6.04
161,CCN(c1ccc(cc1OCCCCOc1cc(ccc1/C=C\1/SC(=S)N(C1=O)CC(=O)O)N(CC)CC)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.02.016,diethylamino,476.0,,530.0,5.63,0.68,2.02
162,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1007/s10854-016-5146-5,phenothiazine,429.0,,690.0,9.36,0.69,4.47
163,CCN1c2ccc(cc2Sc2c1cccc2)/C=C/c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.matlet.2010.10.072,phenothiazine,473.0,595.0,645.0,15.18,0.69,6.72
164,CCCCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C/c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/pip.980,phenothiazine,496.0,,708.0,11.69,0.653,5.4
165,CCCCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C\c1sc(cc1/C=C/c1ccc2c(c1)Sc1c(N2CCCCCCCC)cccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/pip.980,phenothiazine,508.0,,706.0,7.14,0.556,2.8
166,CCCCC1(CCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)N1c2ccccc2Sc2c1ccc(c2)C=C1c2ccccc2c2c1cccc2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1007/s10854-016-5146-5,phenothiazine,453.0,,635.0,6.71,0.66,2.83
169,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1sc(cc1CCCCCC)c1cc[n+](cc1)C(=O)O)c1ccc(cc1OCCCCCC)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp311378b,phenothiazine,520.0,,706.0,13.1,0.723,6.7
170,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1ccc(s1)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)c2ccc(s2)/C=C(/C(=O)O)\C#N)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.031,"phenothiazine, squaraine",671.0,805.0,412.0,2.9,0.737,0.9
171,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1sc2c(c1)sc(c2)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.031,"phenothiazine, squaraine",662.0,750.0,412.0,2.5,0.7290000000000001,0.8
172,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.031,"phenothiazine, squaraine",667.0,765.0,402.0,1.9,0.6940000000000001,0.5
173,N#C/C(=C\c1ccc2c(c1)Sc1c(N2Cc2ccc(cc2)CN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ol2000167,phenothiazine,439.0,577.0,740.0,6.98,0.69,3.56
174,N#C/C(=C\c1ccc2c(c1)Sc1c(N2CCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ol2000167,phenothiazine,433.0,589.0,740.0,7.86,0.71,4.13
175,CCCCCCn1c(c2ccc(cc2)c2ccc3c(c2)Sc2c(N3CCCCCC)cccc2)c2c(c1=O)c(n(c2=O)CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.08.030,phenothiazine,523.0,,628.0,6.94,0.75,3.26
176,CCCCCCn1c(c2ccc(cc2)c2ccc(cc2)/C=C(/C(=O)O)\C#N)c2c(c1=O)c(n(c2=O)CCCCCC)c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.08.030,phenothiazine,526.0,,656.0,11.65,0.68,5.16
177,CCCCN1[C@H]2CC[C@H](C[C@H]2S[C@@H]2[C@H]1CCCC2)[C@H]1CC[C@H]2[C@@H](C1)C1(OCCO1)C1([C@@H]3[C@@H]2CC[C@@H](C3)[C@H]2CC[C@H](S2)/C=C(/C(=O)O)\C#N)OCCO1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp400011w,"phenanthrenequinone, phenothiazine",460.0,,720.0,11.1,0.7490000000000001,6.0
179,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=c/1\s/c(=C(/C(=O)O)\C#N)/nc1c1ccccc1)c1ccc(cc1OCCCCCC)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am403210v,phenothiazine,638.0,,540.0,13.9,0.715,5.4
180,N#C/C(=C/c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.12.009,phenothiazine,433.0,530.0,660.0,8.5,0.79,4.4
184,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C/c1cc[n+](cc1)CC(=O)O)c1ccc(cc1OCCCCCC)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3cp52314d,"phenothiazine, pyridinium",508.0,,693.0,13.26,0.741,6.8
185,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3cp52314d,"phenothiazine, indolium",477.0,,640.0,14.23,0.7190000000000001,6.6
183,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C/C1=[N+](CCCCCC)c2c(C1(C)C)cc(cc2)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3cp52314d,"phenothiazine, indolium",679.0,,714.0,13.2,0.768,7.3
189,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)c1cc(c(s1)/C=C(/C(=O)O)\C#N)CCCCCC)c1ccc(s1)c1cc(c(s1)/C=C(\C(=O)O)/C#N)CCCCCC)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201301228,phenothiazine,484.0,743.0,690.0,15.88,0.67,7.31
190,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)c1cc(c(s1)/C=C(/C(=O)O)\C#N)CCCCCC)c1cc(c(s1)/C=C(\C(=O)O)/C#N)CCCCCC)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201301228,phenothiazine,475.0,648.0,680.0,14.82,0.68,6.85
191,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201301228,phenothiazine,469.0,655.0,660.0,12.27,0.68,5.53
192,CCCC[C@@H](CN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201301228,phenothiazine,444.0,656.0,690.0,10.23,0.7,4.91
193,CCCCC[C@@H](N1c2ccc(cc2Oc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.008,phenoxazine,475.0,600.0,769.0,13.98,0.73,7.8
194,CCCCC[C@@H](N1c2ccc(cc2Oc2c1cccc2)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.008,phenoxazine,465.0,593.0,744.0,12.58,0.71,6.6
195,CCCCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CC)ccc(c1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.05.032,phenothiazine,460.0,611.0,741.0,12.47,0.68,6.32
196,CCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.05.032,phenothiazine,446.0,572.0,677.0,11.28,0.69,5.23
197,CCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.007,phenothiazine,453.0,568.0,715.0,14.37,0.66,6.82
198,CCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1cccs1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.007,phenothiazine,456.0,560.0,633.0,12.35,0.66,5.12
199,CCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.007,phenothiazine,433.0,561.0,721.0,13.35,0.66,6.34
200,N#C/C(=C\c1ccc(cc1OCCCCOc1cc(ccc1/C=C\1/SC(=S)N(C1=O)CC(=O)O)N(CC)CC)N(CC)CC)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.02.016,diethylamino,490.0,,510.0,7.06,0.67,2.43
201,CCCCC[C@@H](N1c2ccc(cc2Oc2c1ccc(c2)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.008,phenoxazine,483.0,610.0,720.0,14.55,0.62,6.4
202,CCCCC[C@@H](N1c2ccc(cc2Oc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccccc2Oc2c1cccc2)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.008,phenoxazine,476.0,601.0,762.0,13.54,0.69,7.1
203,N#C/C(=C\c1ccc2c(c1)c1ccccc1n2CCCCCCc1ccc(c(c1)Nc1ccccc1)/C=C(/C(=O)O)\C#N)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.02.011,phenothiazine,403.0,509.0,715.0,5.73,0.69,2.82
204,CCCCN1c2ccc(cc2Sc2c1cc(SC)cc2)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c1jm14024h,phenothiazine,451.0,644.0,768.0,11.2,0.75,6.53
205,CCCCN1c2ccc(cc2Sc2c1cc(SC)cc2)/C=C/c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c1jm14024h,phenothiazine,478.0,665.0,691.0,15.2,0.7,7.44
206,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/b918282a,phenothiazine,460.0,,584.0,9.43,0.69,3.78
207,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/b918282a,phenothiazine,450.0,,592.0,10.84,0.69,4.41
208,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/b918282a,phenothiazine,449.0,,505.0,7.39,0.68,2.48
212,N#C/C(=C\c1ccc2c(c1)Sc1c(N2C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,437.0,,660.0,11.12,0.63,4.6
213,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,453.0,,670.0,13.66,0.61,5.6
214,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,463.0,,570.0,5.99,0.6,2.04
215,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,442.0,,690.0,14.42,0.63,6.22
216,N#C/C(=C\c1ccc2c(c1)Sc1c(N2c2ccc(cc2)C(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,474.0,,710.0,11.65,0.63,5.22
217,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,480.0,,630.0,10.9,0.62,4.24
218,N#C/C(=C\c1ccc2c(c1)Sc1c(N2c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,472.0,,710.0,11.12,0.61,4.8
237,CCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm35556f,phenothiazine,438.0,,680.0,12.91,0.62,5.45
220,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CC)ccc(c1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/cm400800h,phenothiazine,464.0,,723.0,14.97,0.635,6.87
221,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/cm400800h,phenothiazine,474.0,,775.0,15.32,0.6890000000000001,8.18
222,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/cm400800h,phenothiazine,449.0,,797.0,14.75,0.687,8.08
223,CCCCCCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/cm400800h,phenothiazine,458.0,,799.0,13.31,0.7120000000000001,7.57
224,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccccc1n2CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.05.157,phenothiazine,473.0,,829.0,12.38,0.655,6.72
225,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccccc1C2(CCCCCC)CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.05.157,phenothiazine,465.0,,767.0,12.43,0.643,6.13
226,CCCCCCn1c2ccccc2c2c1cc(cc2)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.05.157,phenothiazine,481.0,,742.0,9.68,0.713,5.12
227,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cccc2)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.05.157,phenothiazine,478.0,,748.0,7.62,0.698,3.98
228,CCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.05.157,phenothiazine,460.0,,682.0,10.115,0.642,4.43
229,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N1c2ccccc2Oc2c1cccc2)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.09.039,phenoxazine,371.0,418.0,660.0,4.83,0.74,2.4
238,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30254c,phenothiazine,466.0,629.0,826.0,12.18,0.65,6.55
239,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30254c,phenothiazine,462.0,537.0,793.0,10.76,0.64,5.51
