Name,SMILES,VOC,JSC,FF,PCE,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima
143,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C/1\SC(=S)N(C1=O)CC(=O)O)c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1,683,4.46,0.6,1.9,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,503,688
144,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(cc1)C)/C=C/1\SC(=S)N(C1=O)CC(=O)O,638,3.33,0.57,1.2,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,471,655
145,CCCCCCCCCCCC[C@H](CN1c2ccc(cc2Sc2c1ccc(c2)C#N)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CCCCCCCCCC,613,1.07,0.53,0.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,462,630
146,CCCCCCCCCCCC[C@H](CN1c2ccc(cc2Sc2c1ccc(c2)/C=C/1\SC(=S)N(C1=O)CC(=O)O)Br)CCCCCCCCCC,627,1.77,0.59,0.6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,473,643
147,CCCCCCCCCCCC[C@H](CN1c2ccccc2Sc2c1ccc(c2)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CCCCCCCCCC,607,2,0.58,0.7,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jo202608w,phenothiazine,478,651
148,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1ccc(s1)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O,411,3.1,0.724,0.9,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.031,phenothiazine,653,775
149,CCSc1cc2c(cc1C=C(C(=O)O)C#N)Sc1c(N2c2ccc(cc2)OC)cccc1,818.5,9.23,0.7597,5.74,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.12.007,phenothiazine,492,649
150,CCCCN1c2cc(SCC)c(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,768.7,10.26,0.7224,5.7,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.12.007,phenothiazine,472,652
151,COc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,781.7,10.2,0.755,6.02,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.12.007,phenothiazine,476,637
152,CCCCN1c2ccc(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,730.6,10.98,0.7213,5.78,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.12.007,phenothiazine,456,639
153,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccc2c(c1)C(CCC)(CCC)c1c2cccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2cccc1,734,13.01,0.68,6.49,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.05.015,phenothiazine,464,
155,CCCCCCN1c2ccc(cc2Oc2c1cccc2)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N,679,9.13,0.71,4.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jo201057b,phenoxazine,513,676
156,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)N(c1ccc(cc1)C(c1ccccc1)(C)C)c1ccc(cc1)C(c1ccccc1)(C)C,705,12.63,0.69,6.14,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.05.015,phenothiazine,478,
157,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc2c(c1)c1ccccc1n2CCCCCC,748,14.02,0.68,7.13,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.05.015,phenothiazine,470,
158,CCCCCCN1c2ccc(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,710,12.96,0.71,6.63,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.05.015,phenothiazine,453,
159,CCCCCCc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,636,18.692,0.6137,7.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.10.032,phenothiazine,436,
160,CCCCCCc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)/C=C(\C(=O)O)/C#N,606,15.864,0.6287,6.04,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.10.032,phenothiazine,445,
161,CCN(c1ccc(cc1OCCCCOc1cc(ccc1/C=C\1/SC(=S)N(C1=O)CC(=O)O)N(CC)CC)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CC,530,5.63,0.68,2.02,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.02.016,diethylamino,476,
162,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,690,9.36,0.69,4.47,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1007/s10854-016-5146-5,phenothiazine,429,
163,CCN1c2ccc(cc2Sc2c1cccc2)/C=C/c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,645,15.18,0.69,6.72,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.matlet.2010.10.072,phenothiazine,473,595
164,CCCCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C/c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,708,11.69,0.653,5.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/pip.980,phenothiazine,496,
165,CCCCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C\c1sc(cc1/C=C/c1ccc2c(c1)Sc1c(N2CCCCCCCC)cccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,706,7.14,0.556,2.8,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/pip.980,phenothiazine,508,
166,CCCCC1(CCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)N1c2ccccc2Sc2c1ccc(c2)C=C1c2ccccc2c2c1cccc2,635,6.71,0.66,2.83,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1007/s10854-016-5146-5,phenothiazine,453,
169,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1sc(cc1CCCCCC)c1cc[n+](cc1)C(=O)O)c1ccc(cc1OCCCCCC)OCCCCCC,706,13.1,0.723,6.7,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jp311378b,phenothiazine,520,
170,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1ccc(s1)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)c2ccc(s2)/C=C(/C(=O)O)\C#N)/C1=O,412,2.9,0.737,0.9,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.031,"phenothiazine, squaraine",671,805
171,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1sc2c(c1)sc(c2)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O,412,2.5,0.729,0.8,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.031,"phenothiazine, squaraine",662,750
172,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O,402,1.9,0.694,0.5,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.031,"phenothiazine, squaraine",667,765
173,N#C/C(=C\c1ccc2c(c1)Sc1c(N2Cc2ccc(cc2)CN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,740,6.98,0.69,3.56,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol2000167,phenothiazine,439,577
174,N#C/C(=C\c1ccc2c(c1)Sc1c(N2CCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,740,7.86,0.71,4.13,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol2000167,phenothiazine,433,589
175,CCCCCCn1c(c2ccc(cc2)c2ccc3c(c2)Sc2c(N3CCCCCC)cccc2)c2c(c1=O)c(n(c2=O)CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,628,6.94,0.75,3.26,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.08.030,phenothiazine,523,
176,CCCCCCn1c(c2ccc(cc2)c2ccc(cc2)/C=C(/C(=O)O)\C#N)c2c(c1=O)c(n(c2=O)CCCCCC)c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1,656,11.65,0.68,5.16,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.08.030,phenothiazine,526,
177,CCCCN1[C@H]2CC[C@H](C[C@H]2S[C@@H]2[C@H]1CCCC2)[C@H]1CC[C@H]2[C@@H](C1)C1(OCCO1)C1([C@@H]3[C@@H]2CC[C@@H](C3)[C@H]2CC[C@H](S2)/C=C(/C(=O)O)\C#N)OCCO1,720,11.1,0.749,6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jp400011w,"phenanthrenequinone, phenothiazine",460,
179,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=c/1\s/c(=C(/C(=O)O)\C#N)/nc1c1ccccc1)c1ccc(cc1OCCCCCC)OCCCCCC,540,13.9,0.715,5.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/am403210v,phenothiazine,638,
180,N#C/C(=C/c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,660,8.5,0.79,4.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.12.009,phenothiazine,433,530
184,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C/c1cc[n+](cc1)CC(=O)O)c1ccc(cc1OCCCCCC)OCCCCCC,693,13.26,0.741,6.8,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c3cp52314d,"phenothiazine, pyridinium",508,
185,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N,640,14.23,0.719,6.6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c3cp52314d,"phenothiazine, indolium",477,
183,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C/C1=[N+](CCCCCC)c2c(C1(C)C)cc(cc2)C(=O)O,714,13.2,0.768,7.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c3cp52314d,"phenothiazine, indolium",679,
189,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)c1cc(c(s1)/C=C(/C(=O)O)\C#N)CCCCCC)c1ccc(s1)c1cc(c(s1)/C=C(\C(=O)O)/C#N)CCCCCC)CC,690,15.88,0.67,7.31,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201301228,phenothiazine,484,743
190,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)c1cc(c(s1)/C=C(/C(=O)O)\C#N)CCCCCC)c1cc(c(s1)/C=C(\C(=O)O)/C#N)CCCCCC)CC,680,14.82,0.68,6.85,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201301228,phenothiazine,475,648
191,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,660,12.27,0.68,5.53,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201301228,phenothiazine,469,655
192,CCCC[C@@H](CN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,690,10.23,0.7,4.91,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/asia.201301228,phenothiazine,444,656
193,CCCCC[C@@H](N1c2ccc(cc2Oc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)CC,769,13.98,0.73,7.8,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.008,phenoxazine,475,600
194,CCCCC[C@@H](N1c2ccc(cc2Oc2c1cccc2)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,744,12.58,0.71,6.6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.008,phenoxazine,465,593
195,CCCCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CC)ccc(c1)/C=C(/C(=O)O)\C#N,741,12.47,0.68,6.32,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.05.032,phenothiazine,460,611
196,CCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)O,677,11.28,0.69,5.23,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.05.032,phenothiazine,446,572
197,CCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,715,14.37,0.66,6.82,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.007,phenothiazine,453,568
198,CCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1cccs1,633,12.35,0.66,5.12,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.007,phenothiazine,456,560
199,CCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N,721,13.35,0.66,6.34,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.007,phenothiazine,433,561
200,N#C/C(=C\c1ccc(cc1OCCCCOc1cc(ccc1/C=C\1/SC(=S)N(C1=O)CC(=O)O)N(CC)CC)N(CC)CC)/C(=O)O,510,7.06,0.67,2.43,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2015.02.016,diethylamino,490,
201,CCCCC[C@@H](N1c2ccc(cc2Oc2c1ccc(c2)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,720,14.55,0.62,6.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.008,phenoxazine,483,610
202,CCCCC[C@@H](N1c2ccc(cc2Oc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccccc2Oc2c1cccc2)CC,762,13.54,0.69,7.1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.07.008,phenoxazine,476,601
203,N#C/C(=C\c1ccc2c(c1)c1ccccc1n2CCCCCCc1ccc(c(c1)Nc1ccccc1)/C=C(/C(=O)O)\C#N)/C(=O)O,715,5.73,0.69,2.82,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.02.011,phenothiazine,403,509
204,CCCCN1c2ccc(cc2Sc2c1cc(SC)cc2)/C=C(/C(=O)O)\C#N,768,11.2,0.75,6.53,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c1jm14024h,phenothiazine,451,644
205,CCCCN1c2ccc(cc2Sc2c1cc(SC)cc2)/C=C/c1ccc(s1)/C=C(/C(=O)O)\C#N,691,15.2,0.7,7.44,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c1jm14024h,phenothiazine,478,665
206,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,584,9.43,0.69,3.78,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/b918282a,phenothiazine,460,
207,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,592,10.84,0.69,4.41,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/b918282a,phenothiazine,450,
208,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccccc1)c1ccccc1,505,7.39,0.68,2.48,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/b918282a,phenothiazine,449,
212,N#C/C(=C\c1ccc2c(c1)Sc1c(N2C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,660,11.12,0.63,4.6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,437,
213,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,670,13.66,0.61,5.6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,453,
214,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,570,5.99,0.6,2.04,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,463,
215,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,690,14.42,0.63,6.22,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,442,
216,N#C/C(=C\c1ccc2c(c1)Sc1c(N2c2ccc(cc2)C(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,710,11.65,0.63,5.22,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,474,
217,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,630,10.9,0.62,4.24,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,480,
218,N#C/C(=C\c1ccc2c(c1)Sc1c(N2c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,710,11.12,0.61,4.8,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm13961h,phenothiazine,472,
237,CCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,680,12.91,0.62,5.45,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm35556f,phenothiazine,438,
220,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CC)ccc(c1)/C=C(/C(=O)O)\C#N,723,14.97,0.635,6.87,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/cm400800h,phenothiazine,464,
221,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,775,15.32,0.689,8.18,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/cm400800h,phenothiazine,474,
222,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,797,14.75,0.687,8.08,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/cm400800h,phenothiazine,449,
223,CCCCCCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,799,13.31,0.712,7.57,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/cm400800h,phenothiazine,458,
224,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccccc1n2CCCCCC,829,12.38,0.655,6.72,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.05.157,phenothiazine,473,
225,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccccc1C2(CCCCCC)CCCCCC,767,12.43,0.643,6.13,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.05.157,phenothiazine,465,
226,CCCCCCn1c2ccccc2c2c1cc(cc2)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,742,9.68,0.713,5.12,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.05.157,phenothiazine,481,
227,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cccc2)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,748,7.62,0.698,3.98,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.05.157,phenothiazine,478,
228,CCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C(\C(=O)O)/C#N,682,10.115,0.642,4.43,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.05.157,phenothiazine,460,
229,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N1c2ccccc2Oc2c1cccc2)/C(=O)O,660,4.83,0.74,2.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.09.039,phenoxazine,371,418
238,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2,826,12.18,0.65,6.55,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30254c,phenothiazine,466,629
239,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,793,10.76,0.64,5.51,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30254c,phenothiazine,462,537
240,CCCCCCn1c2ccc(cc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2,711,5.27,0.72,2.69,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30254c,phenothiazine,412,538
241,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,804,11.41,0.63,5.76,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2ra20819a,phenothiazine,474,
242,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccccc1)c1ccccc1,789,12.62,0.63,6.29,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2ra20819a,phenothiazine,474,
243,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C/c1ccccc1,759,11.82,0.65,5.84,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2ra20819a,phenothiazine,471,
244,CCCCCCN1c2ccc(cc2Oc2c1cccc2)/C=C(/C(=O)O)\C#N,759,5.94,0.64,3.61,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.03.086,phenothiazine,474,471
245,N#C/C(=C\c1ccc2c(c1)Oc1c(N2CCCCCCN2c3ccccc3Oc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,743,6.81,0.62,3.92,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.03.086,phenothiazine,476,576
246,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C\c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,759,12.2,0.58,5.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.04.002,phenothiazine,468,
247,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,746,14.1,0.58,6.1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.04.002,phenothiazine,476,
250,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C\1/SC(=S)N(C1=O)CC(=O)O)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,673,4.1,0.63,1.74,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c7ta01744h,phenothiazine,476,
251,CCCCCCc1sc(c2c1OCCO2)c1sc(c2c1OCCO2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,559,5.93,0.676,2.24,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201304897,phenothiazine,489,
252,CCCCCCc1sc(c2c1OCCO2)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,672,12.01,0.696,5.62,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201304897,phenothiazine,481,
253,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,717,16.13,0.681,7.87,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201304897,phenothiazine,470,
254,CCCCCCc1sc(c2c1OCCO2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,746,16.65,0.642,7.98,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/chem.201304897,phenothiazine,466,
