,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
58,1.0,0.0,0.0,1.0,0.0,6.0,2.0,-2.0,512.647,10.086,865.336,567.457,209.496,88.383,0.0,1636.338,1.0,7.0,0.0621639,0.0080893,0.7760601,56.324,15.876,25.01,10.864,5.79,-9.38,-8.638,-3.77,25.873,-2.117,12.113,-4.493,8.486,1.499,2.0,1.246,1.0,60.216,0.0,0.0,110.732,6.0,2.0,1.0,23.0,0.0,23.0,9.0,38.0,6.86097299691508e-09,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp044851v,coumarin,492.0,,620.0,15.5,0.7,6.7
61,5.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,582.731,11.51,935.87,412.569,206.362,242.218,74.721,1741.527,1.0,7.0,0.0760769,0.0074797,0.7480025,61.36,18.694,27.413,11.864,6.936,-10.819,-10.52,-4.957,27.706,-2.134,33.475,-3.797,8.426,1.82,3.0,1.482,1.0,67.459,0.0,0.0,110.51,6.0,2.0,1.0,27.0,0.0,27.0,6.0,41.0,1.40975958015461e-09,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp067872t,coumarin,525.0,,610.0,13.3,0.68,5.5
69,4.0,0.0,0.0,1.0,0.0,9.0,0.0,-2.0,536.629,6.757,917.148,365.793,181.877,369.478,0.0,1673.487,1.0,5.75,0.0272815,0.0062694,0.7432595,58.569,18.321,24.684,10.82,7.08,-9.346,-9.413,-5.641,47.289,-2.174,23.246,-2.706,8.5,1.183,3.0,1.482,1.0,72.461,0.0,0.0,107.311,8.0,2.0,1.0,27.0,0.0,27.0,1.0,40.0,4.75850242342141e-07,CCCCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(c(c1)C(=O)O)O)CCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2008.10.002,iminocoumarin,450.0,502.0,491.0,2.461,0.635,0.767
70,1.0,0.0,0.0,1.0,0.0,5.0,0.0,-2.0,480.522,4.747,787.604,237.722,182.019,367.863,0.0,1435.403,1.0,5.75,0.0156994,0.0073006,0.7813395,51.593,15.784,22.345,11.38,5.57,-7.646,-8.252,-5.017,47.142,-1.726,23.169,-3.098,8.458,1.142,3.0,1.005,1.0,76.552,0.0,0.0,107.066,8.0,1.0,1.0,27.0,0.0,27.0,1.0,36.0,8.66462467290805e-06,CCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(c(c1)C(=O)O)O)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2008.10.002,iminocoumarin,448.0,501.0,501.0,2.082,0.614,0.64
71,1.0,0.0,0.0,1.0,0.0,2.0,0.0,-2.0,504.544,6.091,787.345,286.062,182.26,319.022,0.0,1455.096,1.0,5.75,0.0254984,0.007303,0.7887293,53.841,15.583,23.332,11.711,5.64,-8.129,-8.779,-4.664,46.895,-1.51,23.038,-3.563,8.082,0.992,4.0,1.19,1.0,63.961,0.0,0.0,106.025,8.0,2.0,1.0,34.0,0.0,34.0,7.0,38.0,1.02493778191509e-06,OC(=O)c1cc(ccc1O)C1N=C2Oc3c(C=C2c2n1c1ccccc1n2)cc1c2c3CCCN2CCC1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2008.10.002,iminocoumarin,454.0,510.0,502.0,1.081,0.66,0.358
72,4.0,0.0,0.0,1.0,0.0,8.0,0.0,-2.0,520.63,4.132,913.667,369.642,144.178,399.847,0.0,1660.982,1.0,6.0,0.0102812,0.0065669,0.7423697,59.0,18.163,24.623,11.228,7.187,-9.342,-8.977,-5.8,107.71,-1.663,56.594,-2.0,8.47,1.173,2.0,1.434,1.0,79.482,0.0,0.0,87.607,7.0,2.0,1.0,27.0,0.0,27.0,1.0,39.0,2.36819007589319e-06,CCCCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(cc1)C(=O)O)CCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2008.10.002,iminocoumarin,454.0,504.0,470.0,1.912,0.69,0.581
73,1.0,0.0,0.0,1.0,0.0,4.0,0.0,-2.0,464.523,4.353,782.787,230.257,143.904,408.626,0.0,1419.109,1.0,6.0,0.0133513,0.0076649,0.7801864,51.973,15.658,22.479,11.854,5.67,-7.623,-7.819,-5.23,108.358,-1.254,56.962,-2.348,8.464,1.178,2.0,0.949,1.0,83.605,0.0,0.0,87.477,7.0,1.0,1.0,27.0,0.0,27.0,1.0,35.0,4.96667616090245e-05,CCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(cc1)C(=O)O)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2008.10.002,iminocoumarin,451.0,503.0,441.0,1.754,0.6829999999999999,0.528
74,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.0,488.545,7.342,779.507,286.069,143.8,349.638,0.0,1436.151,1.0,6.0,0.0375324,0.0076972,0.7897297,54.018,15.349,23.584,12.106,5.714,-8.052,-8.345,-4.794,108.603,-1.034,57.101,-2.842,8.112,1.03,3.0,1.128,1.0,83.881,0.0,0.0,86.637,7.0,1.0,1.0,34.0,0.0,34.0,7.0,37.0,6.23125794629597e-06,OC(=O)c1ccc(cc1)C1N=C2Oc3c(C=C2c2n1c1ccccc1n2)cc1c2c3CCCN2CCC1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solener.2008.10.002,iminocoumarin,475.0,520.0,490.0,0.936,0.6509999999999999,0.299
75,8.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,695.875,5.366,1096.928,566.838,194.232,308.588,27.27,2111.237,1.0,7.0,0.0136367,0.0063815,0.7255679,76.79,22.383,31.769,12.604,9.28,-13.554,-13.354,-5.637,36.107,-2.251,24.496,-3.34,8.041,1.338,2.0,2.508,1.0,83.242,0.0,0.0,112.939,7.0,2.0,1.0,35.0,0.0,35.0,6.0,51.0,8.873739429508099e-12,CCCCn1c2ccc(cc2c2c1cccc2)c1cc(c(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm32333h,coumarin,507.0,714.0,610.0,13.47,0.68,5.53
76,9.0,0.0,0.0,1.0,0.0,10.0,1.0,-2.0,750.994,10.17,1191.034,701.313,181.739,279.064,28.918,2319.981,1.0,7.0,0.044581,0.0058772,0.7115913,82.936,24.209,34.126,11.884,10.677,-14.806,-14.442,-5.722,47.432,-2.361,33.588,-2.926,8.504,1.475,2.0,2.965,1.0,93.546,0.0,0.0,111.557,6.0,2.0,1.0,35.0,0.0,35.0,7.0,55.0,1.39258210564321e-12,CCCCC1(CCCC)c2ccccc2c2c1cc(cc2)c1cc(c(s1)c1cc2cc3C(C)(C)CCN4c3c(c2oc1=O)C(C)(C)CC4)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm32333h,coumarin,478.0,625.0,561.0,10.5,0.68,4.02
77,1.0,0.0,0.0,1.0,0.0,4.0,1.0,-2.0,488.6,4.846,779.318,479.257,193.79,70.998,35.273,1480.437,1.0,7.0,0.0158658,0.0089822,0.8060777,51.203,14.309,22.809,10.885,5.035,-8.319,-8.278,-3.201,36.457,-1.579,27.383,-4.457,8.526,1.317,3.0,0.917,1.0,71.422,0.0,0.0,109.601,6.0,1.0,1.0,22.0,0.0,22.0,6.0,35.0,8.18740973578078e-08,N#C/C(=C/c1cc(sc1c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm32333h,coumarin,467.0,617.0,508.0,7.61,0.7,2.74
78,6.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,572.652,11.123,911.891,11.282,220.3,618.99,61.319,1653.601,1.0,6.5,0.0748258,0.007128,0.7416111,61.44,20.617,27.696,13.967,6.884,-10.533,-11.21,-6.857,20.436,-2.378,20.344,-2.727,8.242,1.968,4.0,1.346,1.0,64.788,0.0,0.0,115.387,6.0,2.0,2.0,32.0,0.0,32.0,0.0,41.0,3.14857698383364e-08,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.09.163,coumarin,492.0,569.0,590.0,12.91,0.61,4.59
79,5.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,566.63,10.875,933.139,12.462,220.391,674.215,26.071,1689.634,1.0,6.5,0.0699924,0.0069657,0.7352142,63.409,21.17,28.207,14.382,7.041,-10.766,-11.145,-7.224,20.395,-2.513,13.014,-2.534,8.2,1.613,3.0,1.443,1.0,65.694,0.0,0.0,115.75,6.0,2.0,2.0,33.0,0.0,33.0,0.0,42.0,2.84185283782805e-08,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.09.163,coumarin,473.0,553.0,690.0,14.33,0.63,6.24
80,0.0,0.0,0.0,1.0,0.0,4.0,1.0,-2.0,263.293,6.68,504.486,270.842,153.611,80.034,0.0,863.31,0.0,4.5,0.0516916,0.0,0.8691474,26.592,7.898,11.553,6.073,2.282,-2.77,-3.047,-2.224,87.662,-1.033,45.299,-3.685,8.297,0.014,3.0,-0.411,3.0,75.08,0.0,0.0,87.784,5.0,0.0,0.0,10.0,0.0,10.0,2.0,19.0,0.0924822427159862,CCN(c1ccc2c(c1)OC(=O)[C@H](C2)C(=O)O)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp5023696,coumarin,445.0,,550.0,2.18,0.69,1.03
82,3.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,490.532,9.819,804.278,11.251,219.478,538.207,35.341,1447.147,1.0,6.5,0.0666272,0.0080818,0.7693089,52.406,17.681,24.246,13.144,5.391,-8.476,-9.213,-6.024,20.806,-2.244,14.947,-2.996,8.271,1.919,3.0,0.788,1.0,69.146,0.0,0.0,115.052,6.0,1.0,2.0,27.0,0.0,27.0,0.0,36.0,1.654344482479e-06,N#C/C(=C\c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.09.163,coumarin,489.0,566.0,540.0,9.52,0.65,3.36
84,10.0,0.0,0.0,1.0,0.0,6.0,1.0,-2.0,714.87,14.823,1101.89,392.872,246.593,332.882,129.543,2050.417,1.0,9.0,0.1071644,0.0081678,0.7083618,75.23,23.425,34.269,15.364,8.044,-13.388,-12.952,-6.031,11.51,-2.757,25.862,-4.316,8.447,2.348,3.0,1.917,1.0,67.121,0.0,0.0,136.696,8.0,2.0,2.0,36.0,0.0,36.0,6.0,50.0,1.4137964018184199e-12,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2017.01.115,coumarin,512.0,619.0,537.0,3.83,0.6559999999999999,1.35
85,10.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,708.848,12.564,1113.288,394.931,243.26,378.523,96.574,2078.529,1.0,9.0,0.075951,0.0080842,0.707503,76.149,23.763,34.027,15.447,8.175,-13.289,-12.887,-6.263,12.379,-2.861,18.46,-3.997,8.414,2.222,2.0,1.952,1.0,68.451,0.0,0.0,137.899,8.0,2.0,2.0,37.0,0.0,37.0,6.0,51.0,3.6627056731195e-12,N#C/C(=C/c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2017.01.115,coumarin,490.0,578.0,678.0,13.31,0.6970000000000001,6.29
88,1.0,0.0,0.0,1.0,0.0,8.0,1.0,-2.0,406.412,10.092,716.713,240.226,215.171,221.954,39.361,1260.206,1.0,7.0,0.0808211,0.0097668,0.7872528,41.262,13.052,20.292,11.026,3.678,-6.578,-6.633,-4.225,22.858,-2.137,17.407,-3.935,8.776,1.43,1.0,0.142,1.0,72.802,39.361,0.0,113.911,6.0,0.0,2.0,16.0,0.0,16.0,0.0,30.0,1.24808684728433e-05,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)F)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2017.06.013,coumarin,450.0,,760.0,10.4,0.72,5.2
89,1.0,0.0,0.0,1.0,0.0,8.0,1.0,-2.0,422.867,9.834,729.687,239.121,214.972,213.3,62.294,1286.625,1.0,7.0,0.075165,0.0095932,0.784025,42.237,13.949,20.647,11.005,3.921,-6.906,-6.966,-4.236,22.957,-2.097,23.355,-3.962,8.748,1.371,1.0,0.211,1.0,74.261,0.0,0.0,114.076,6.0,0.0,2.0,16.0,0.0,16.0,0.0,30.0,5.73077428706048e-06,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)Cl)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2017.06.013,coumarin,442.0,,748.0,8.3,0.73,4.1
90,1.0,0.0,0.0,1.0,0.0,8.0,1.0,-2.0,467.318,9.733,733.283,238.296,214.936,212.466,67.585,1294.161,1.0,7.0,0.0731965,0.0095461,0.7832237,42.531,14.055,20.746,11.01,3.988,-6.993,-7.871,-4.245,22.975,-2.089,24.988,-3.964,8.754,1.376,1.0,0.231,1.0,74.657,0.0,0.0,114.101,6.0,0.0,2.0,16.0,0.0,16.0,0.0,30.0,5.16219355358316e-06,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)Br)/C=C(\C(=O)O)/C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2017.06.013,coumarin,433.0,,731.0,7.5,0.71,3.5
93,9.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,666.749,11.906,1066.789,116.871,216.434,699.929,33.554,1956.596,1.0,6.5,0.0724501,0.0060931,0.7091761,74.339,24.248,32.039,14.855,8.83,-13.244,-13.579,-7.768,22.236,-2.645,15.702,-2.371,8.084,1.768,3.0,2.18,1.0,76.841,0.0,0.0,113.303,6.0,2.0,2.0,41.0,0.0,41.0,2.0,50.0,1.62076861220934e-10,N#CC(=Cc1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1007/s11164-017-2962-z,coumarin,515.0,605.0,620.0,10.94,0.7,4.7
95,12.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,748.869,10.355,1170.993,116.514,215.587,775.388,63.504,2159.97,1.0,6.5,0.0496442,0.0055508,0.6900959,83.198,27.25,35.016,15.623,10.341,-15.295,-15.596,-8.437,22.651,-2.721,23.373,-2.089,8.05,1.897,4.0,2.747,1.0,85.833,0.0,0.0,112.897,6.0,2.0,2.0,46.0,0.0,46.0,2.0,55.0,3.0944552885236698e-12,N#CC(=Cc1ccc(s1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1007/s11164-017-2962-z,coumarin,497.0,581.0,610.0,12.97,0.64,5.06
97,11.0,0.0,0.0,1.0,0.0,7.0,1.0,-2.0,742.847,7.483,1186.625,118.541,213.95,826.001,28.134,2191.129,1.0,6.5,0.0255529,0.0054777,0.687538,84.929,27.691,35.18,15.982,10.477,-15.429,-15.53,-8.72,23.475,-2.807,15.55,-1.881,8.021,1.548,3.0,2.835,1.0,86.906,0.0,0.0,112.662,6.0,2.0,1.0,47.0,0.0,47.0,2.0,56.0,3.63737004909427e-12,N#CC(=Cc1ccc(cc1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G,10.1007/s11164-017-2962-z,coumarin,493.0,572.0,670.0,14.53,0.61,5.94
99,8.0,0.0,0.0,1.0,0.0,6.0,1.0,-2.0,614.819,4.215,1023.061,394.393,163.779,404.712,60.177,1906.881,1.0,3.5,0.0093188,0.0034211,0.7269079,70.172,21.229,27.63,9.658,9.969,-13.997,-13.178,-6.073,70.207,-1.717,76.122,-2.536,8.013,2.081,2.0,2.765,1.0,92.444,0.0,0.0,77.097,4.0,2.0,1.0,29.0,0.0,29.0,0.0,44.0,1.79906121905439e-11,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp1055842,carbazole,468.0,589.0,720.0,10.9,0.57,2.48
100,12.0,0.0,0.0,2.0,0.0,11.0,0.0,-2.0,844.037,9.621,1168.644,254.238,263.991,381.832,268.583,2220.751,2.0,11.0,0.0416827,0.0133114,0.7043944,79.304,26.717,38.056,18.356,9.093,-12.511,-14.024,-4.521,1.994,-2.988,28.562,-3.984,8.206,2.327,5.0,1.541,1.0,46.675,0.0,0.0,199.125,11.0,3.0,2.0,37.0,0.0,37.0,2.0,55.0,2.7034192906876497e-11,CCCCn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C1SC(=S)N(C1=O)CC(=O)O)C1SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2014.04.016,"carbazole, benzothiadiazole",507.0,596.0,710.0,4.12,0.71,1.65
101,6.0,0.0,0.0,1.0,0.0,6.0,1.0,-2.0,532.699,4.906,925.141,399.046,159.944,333.116,33.035,1708.883,1.0,3.5,0.014083,0.0037832,0.7471918,61.564,18.425,24.471,8.9,8.532,-12.06,-11.156,-5.404,76.34,-1.627,59.175,-2.718,8.035,1.851,1.0,2.206,1.0,84.683,0.0,0.0,75.021,4.0,2.0,1.0,24.0,0.0,24.0,0.0,39.0,8.89114180021728e-10,N#C/C(=C/c1ccc(s1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp1055842,carbazole,438.0,585.0,610.0,8.47,0.6,2.39
102,6.0,0.0,0.0,1.0,0.0,6.0,1.0,-2.0,612.803,5.299,993.841,392.895,164.547,376.559,59.84,1858.015,1.0,3.5,0.0151116,0.0035217,0.735441,67.947,20.462,26.927,9.401,9.615,-13.452,-13.136,-5.801,69.041,-1.679,74.439,-2.65,8.147,2.007,2.0,2.628,1.0,90.241,0.0,0.0,77.154,4.0,2.0,1.0,29.0,0.0,29.0,0.0,44.0,4.8466755892269e-11,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra02720a,carbazole,461.0,,640.0,10.41,0.72,3.96
103,12.0,0.0,0.0,1.0,0.0,16.0,1.0,-2.0,781.125,9.912,1348.712,853.585,164.205,282.258,48.664,2547.6,1.0,3.5,0.0385652,0.0025951,0.6688571,88.223,27.394,33.529,7.402,13.922,-18.408,-16.68,-6.429,69.557,-2.728,65.174,-2.015,8.096,1.802,4.0,4.165,1.0,100.0,0.0,0.0,77.434,4.0,2.0,1.0,29.0,0.0,29.0,0.0,56.0,2.9482282732640304e-15,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra02720a,carbazole,464.0,,720.0,7.01,0.74,2.85
114,13.0,0.0,0.0,1.0,0.0,27.0,1.0,-2.0,903.35,6.965,1644.478,1151.248,160.919,264.776,67.535,3042.219,1.0,4.25,0.0159465,0.0025844,0.6174436,100.788,33.862,37.302,6.291,16.857,-21.91,-18.874,-7.177,74.731,-3.712,89.358,-0.96,8.092,1.539,7.0,4.932,1.0,100.0,0.0,0.0,83.253,5.0,2.0,2.0,28.0,0.0,28.0,0.0,63.0,1.21711661439453e-17,CCCCCCCOc1ccc2c(c1)n(CC)c1c2cc(cc1)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5 G,10.1039/b905831a,carbazole,483.0,,650.0,16.0,0.71,8.1
113,14.0,0.0,0.0,1.0,0.0,32.0,1.0,-2.0,1069.63,5.976,1855.109,1347.206,140.528,305.28,62.096,3539.115,1.0,4.25,0.0100909,0.002291,0.6054226,117.85,39.075,42.993,5.83,20.254,-25.035,-22.687,-7.565,116.647,-3.769,135.005,0.038,8.081,1.583,9.0,6.15,1.0,100.0,0.0,0.0,81.871,5.0,2.0,2.0,33.0,0.0,33.0,0.0,74.0,1.0785090173175701e-19,CCCCCCCOc1ccc2c(c1)n(CC)c1c2cc(cc1)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5 G,10.1039/b905831a,carbazole,480.0,,700.0,14.5,0.69,7.3
517,14.0,0.0,0.0,1.0,0.0,25.0,1.0,-2.0,955.443,6.133,1649.514,1053.917,147.592,343.613,104.392,3125.077,1.0,3.5,0.0120358,0.0021218,0.6266851,106.141,34.898,39.184,6.464,18.068,-22.838,-20.602,-7.404,99.973,-3.192,194.823,-0.629,8.053,1.748,8.0,5.438,1.0,100.0,0.0,0.0,77.443,4.0,2.0,2.0,33.0,0.0,33.0,0.0,66.0,3.25713783177811e-18,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC,Iodide_Triiodide,TiO2,AM 1.5G,10.1021/cm8003276,carbazole,,,730.0,15.22,0.75,8.3
115,2.0,0.0,0.0,1.0,0.0,10.0,1.0,-2.0,406.542,4.676,735.204,302.057,163.499,234.032,35.615,1318.522,1.0,4.0,0.0165835,0.0054407,0.7909499,42.427,13.823,17.911,7.404,5.685,-7.724,-7.726,-4.223,70.638,-1.694,56.212,-2.748,7.898,1.388,4.0,0.841,1.0,80.366,0.0,0.0,77.661,4.0,1.0,1.0,14.0,0.0,14.0,0.0,29.0,1.36908956181099e-05,CCCC[C@@H](CN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ef900207y,phenothiazine,462.0,,675.0,12.52,0.6759999999999999,5.6
116,13.0,0.0,0.0,1.0,0.0,7.0,0.0,-2.0,841.046,5.067,1228.462,48.062,145.331,868.261,166.808,2347.779,1.0,6.0,0.0109348,0.0048842,0.6954111,91.601,29.704,37.593,15.459,12.77,-16.029,-17.177,-8.794,105.034,-1.453,451.579,-0.467,7.793,2.229,8.0,3.397,1.0,100.0,0.0,0.0,95.315,7.0,2.0,2.0,51.0,0.0,51.0,0.0,59.0,2.68215068700464e-11,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)N2c3ccccc3Sc3c2cccc3)c2ccc(cc2)N2c3ccccc3Sc3c2cccc3)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.12.009,"triphenylamine, phenothiazine",468.0,543.0,570.0,4.7,0.78,2.1
117,9.0,0.0,0.0,2.0,0.0,20.0,2.0,-2.0,688.916,12.509,1024.303,503.363,322.731,129.211,68.998,1991.218,2.0,7.0,0.0785851,0.0096646,0.7472781,61.926,21.137,29.13,10.695,7.918,-10.17,-12.416,-2.622,0.553,-4.326,0.576,-5.092,8.397,1.745,3.0,1.404,1.0,42.783,0.0,0.0,152.746,8.0,2.0,2.0,17.0,0.0,17.0,0.0,47.0,3.76627672561027e-10,CCCCC(Cn1c2c3n(CC(CCCC)CC)c4c(c3sc2c2c1sc(c2)/C=C(\C(=O)O)/C#N)sc(c4)/C=C(/C(=O)O)\C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2015.01.005,oligothiophene,555.0,,580.0,13.75,0.69,5.52
118,12.0,0.0,0.0,1.0,0.0,16.0,1.0,-2.0,734.985,7.723,1233.675,579.222,163.814,393.326,97.313,2278.328,1.0,5.5,0.0261774,0.0044582,0.6787475,78.507,25.794,31.447,9.865,11.592,-15.579,-14.906,-6.798,70.153,-2.533,121.502,-1.617,7.672,1.935,7.0,2.929,1.0,100.0,0.0,0.0,89.487,6.0,2.0,2.0,30.0,0.0,30.0,0.0,51.0,4.68190982427814e-12,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(cc1OCCCC)OCCCC)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ra01858c,phenothiazine,457.0,,706.0,16.36,0.645,7.5
