,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent,VOC,JSC,FF,PCE,Molecule Graph
219,COc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,phenothiazine,476.0,637.0,dichloromethane,781.7,10.2,0.755,6.02,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC43440>
220,CCCCN1c2ccc(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,phenothiazine,456.0,639.0,dichloromethane,730.6,10.98,0.7213,5.78,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC43490>
221,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccc2c(c1)C(CCC)(CCC)c1c2cccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2cccc1,phenothiazine,464.0,,dichloromethane,734.0,13.01,0.68,6.49,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC434E0>
224,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)N(c1ccc(cc1)C(c1ccccc1)(C)C)c1ccc(cc1)C(c1ccccc1)(C)C,phenothiazine,478.0,,dichloromethane,705.0,12.63,0.69,6.14,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC43530>
225,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc2c(c1)c1ccccc1n2CCCCCC,phenothiazine,470.0,,dichloromethane,748.0,14.02,0.68,7.13,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC43580>
226,CCCCCCN1c2ccc(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,phenothiazine,453.0,,dichloromethane,710.0,12.96,0.71,6.63,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC435D0>
227,CCCCCCc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,phenothiazine,436.0,,DMF,636.0,18.692,0.6137,7.3,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC43620>
228,CCCCCCc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)/C=C(\C(=O)O)/C#N,phenothiazine,445.0,,DMF,606.0,15.864,0.6287,6.04,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC43670>
230,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine,429.0,,dichloromethane,690.0,9.36,0.69,4.47,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC436C0>
231,CCN1c2ccc(cc2Sc2c1cccc2)/C=C/c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,phenothiazine,473.0,595.0,Dimethylformamide,645.0,15.18,0.69,6.72,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC43710>
232,CCCCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C/c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,phenothiazine,496.0,,Dichloromethane,708.0,11.69,0.653,5.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC43760>
233,CCCCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C\c1sc(cc1/C=C/c1ccc2c(c1)Sc1c(N2CCCCCCCC)cccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine,508.0,,Dichloromethane,706.0,7.14,0.556,2.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC437B0>
235,CCCCC1(CCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)N1c2ccccc2Sc2c1ccc(c2)C=C1c2ccccc2c2c1cccc2,phenothiazine,453.0,,dichloromethane,635.0,6.71,0.66,2.83,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC43800>
240,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1sc(cc1CCCCCC)c1cc[n+](cc1)C(=O)O)c1ccc(cc1OCCCCCC)OCCCCCC,phenothiazine,520.0,,dichloromethane,706.0,13.1,0.723,6.7,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC43990>
249,N#C/C(=C\c1ccc2c(c1)Sc1c(N2Cc2ccc(cc2)CN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,phenothiazine,439.0,577.0,THF,740.0,6.98,0.69,3.56,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC438A0>
250,N#C/C(=C\c1ccc2c(c1)Sc1c(N2CCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,phenothiazine,433.0,589.0,THF,740.0,7.86,0.71,4.13,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36940>
251,CCCCCCn1c(c2ccc(cc2)c2ccc3c(c2)Sc2c(N3CCCCCC)cccc2)c2c(c1=O)c(n(c2=O)CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,phenothiazine,523.0,,dichloromethane,628.0,6.94,0.75,3.26,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC368A0>
252,CCCCCCn1c(c2ccc(cc2)c2ccc(cc2)/C=C(/C(=O)O)\C#N)c2c(c1=O)c(n(c2=O)CCCCCC)c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1,phenothiazine,526.0,,dichloromethane,656.0,11.65,0.68,5.16,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC368F0>
255,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=c/1\s/c(=C(/C(=O)O)\C#N)/nc1c1ccccc1)c1ccc(cc1OCCCCCC)OCCCCCC,phenothiazine,638.0,,dichloromethane,540.0,13.9,0.715,5.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36990>
257,N#C/C(=C/c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine,433.0,530.0,dichloromethane,660.0,8.5,0.79,4.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC367B0>
267,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)c1cc(c(s1)/C=C(/C(=O)O)\C#N)CCCCCC)c1ccc(s1)c1cc(c(s1)/C=C(\C(=O)O)/C#N)CCCCCC)CC,phenothiazine,484.0,743.0,Tetrahydrofuran,690.0,15.88,0.67,7.31,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC369E0>
269,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)c1cc(c(s1)/C=C(/C(=O)O)\C#N)CCCCCC)c1cc(c(s1)/C=C(\C(=O)O)/C#N)CCCCCC)CC,phenothiazine,475.0,648.0,Tetrahydrofuran,680.0,14.82,0.68,6.85,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36800>
271,CCCC[C@@H](CN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,phenothiazine,469.0,655.0,Tetrahydrofuran,660.0,12.27,0.68,5.53,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36850>
273,CCCC[C@@H](CN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,phenothiazine,444.0,656.0,Tetrahydrofuran,690.0,10.23,0.7,4.91,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36760>
277,CCCCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,460.0,611.0,THF/DCM (1:1),741.0,12.47,0.68,6.32,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36710>
279,CCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)O,phenothiazine,446.0,572.0,THF/DCM (1:1),677.0,11.28,0.69,5.23,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC366C0>
280,CCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine,453.0,568.0,THF/DCM (1:1),715.0,14.37,0.66,6.82,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36670>
281,CCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1cccs1,phenothiazine,456.0,560.0,THF/DCM (1:1),633.0,12.35,0.66,5.12,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36620>
282,CCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine,433.0,561.0,THF/DCM (1:1),721.0,13.35,0.66,6.34,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC365D0>
286,N#C/C(=C\c1ccc2c(c1)c1ccccc1n2CCCCCCc1ccc(c(c1)Nc1ccccc1)/C=C(/C(=O)O)\C#N)/C(=O)O,phenothiazine,403.0,509.0,CH2Cl2/MeOH (1:1),715.0,5.73,0.69,2.82,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36580>
287,CCCCN1c2ccc(cc2Sc2c1cc(SC)cc2)/C=C(/C(=O)O)\C#N,phenothiazine,451.0,644.0,Dichloromethane,768.0,11.2,0.75,6.53,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36530>
288,CCCCN1c2ccc(cc2Sc2c1cc(SC)cc2)/C=C/c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine,478.0,665.0,Dichloromethane,691.0,15.2,0.7,7.44,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC364E0>
289,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,phenothiazine,460.0,,Dichloromethane,584.0,9.43,0.69,3.78,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36490>
290,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,phenothiazine,450.0,,Dichloromethane,592.0,10.84,0.69,4.41,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36440>
291,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccccc1)c1ccccc1,phenothiazine,449.0,,Dichloromethane,505.0,7.39,0.68,2.48,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC363F0>
295,N#C/C(=C\c1ccc2c(c1)Sc1c(N2C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,phenothiazine,437.0,,THF,660.0,11.12,0.63,4.6,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC363A0>
296,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,phenothiazine,453.0,,THF,670.0,13.66,0.61,5.6,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36350>
297,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,phenothiazine,463.0,,THF,570.0,5.99,0.6,2.04,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36300>
298,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,phenothiazine,442.0,,THF,690.0,14.42,0.63,6.22,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC362B0>
299,N#C/C(=C\c1ccc2c(c1)Sc1c(N2c2ccc(cc2)C(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,phenothiazine,474.0,,THF,710.0,11.65,0.63,5.22,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36260>
300,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,phenothiazine,480.0,,THF,630.0,10.9,0.62,4.24,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36210>
301,N#C/C(=C\c1ccc2c(c1)Sc1c(N2c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,phenothiazine,472.0,,THF,710.0,11.12,0.61,4.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC361C0>
308,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,464.0,,Dichloromethane,723.0,14.97,0.635,6.87,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36170>
309,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,474.0,,Dichloromethane,775.0,15.32,0.6890000000000001,8.18,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36120>
310,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,phenothiazine,449.0,,Dichloromethane,797.0,14.75,0.687,8.08,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC360D0>
312,CCCCCCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,phenothiazine,458.0,,Dichloromethane,799.0,13.31,0.7120000000000001,7.57,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36080>
313,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccccc1n2CCCCCC,phenothiazine,473.0,,Dichloromethane,829.0,12.38,0.655,6.72,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC36030>
314,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccccc1C2(CCCCCC)CCCCCC,phenothiazine,465.0,,Dichloromethane,767.0,12.43,0.643,6.13,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A030>
315,CCCCCCn1c2ccccc2c2c1cc(cc2)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,phenothiazine,481.0,,Dichloromethane,742.0,9.68,0.713,5.12,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A080>
316,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cccc2)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,phenothiazine,478.0,,Dichloromethane,748.0,7.62,0.698,3.98,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A0D0>
317,CCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C(\C(=O)O)/C#N,phenothiazine,460.0,,Dichloromethane,682.0,10.115,0.642,4.43,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A120>
325,CCCCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,477.0,676.0,Dichloromethane,690.0,13.2,0.62,5.63,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A170>
326,CCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine,438.0,,THF,680.0,12.91,0.62,5.45,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A1C0>
327,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2,phenothiazine,466.0,629.0,Dichloromethane,826.0,12.18,0.65,6.55,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A210>
328,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,phenothiazine,462.0,537.0,Dichloromethane,793.0,10.76,0.64,5.51,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A260>
329,CCCCCCn1c2ccc(cc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2,phenothiazine,412.0,538.0,Dichloromethane,711.0,5.27,0.72,2.69,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A2B0>
330,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,phenothiazine,474.0,,Dichloromethane,804.0,11.41,0.63,5.76,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A300>
331,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccccc1)c1ccccc1,phenothiazine,474.0,,Dichloromethane,789.0,12.62,0.63,6.29,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A350>
332,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C/c1ccccc1,phenothiazine,471.0,,Dichloromethane,759.0,11.82,0.65,5.84,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A3A0>
333,CCCCCCN1c2ccc(cc2Oc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine,474.0,471.0,THF,759.0,5.94,0.64,3.61,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A3F0>
334,N#C/C(=C\c1ccc2c(c1)Oc1c(N2CCCCCCN2c3ccccc3Oc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,phenothiazine,476.0,576.0,THF,743.0,6.81,0.62,3.92,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A440>
335,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C\c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,468.0,,Dichloromethane,759.0,12.2,0.58,5.3,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A490>
336,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,phenothiazine,476.0,,Dichloromethane,746.0,14.1,0.58,6.1,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A4E0>
340,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C\1/SC(=S)N(C1=O)CC(=O)O)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,phenothiazine,476.0,,acetonitrile,673.0,4.1,0.63,1.74,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A530>
341,CCCCCCc1sc(c2c1OCCO2)c1sc(c2c1OCCO2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,489.0,,Dichloromethane,559.0,5.93,0.6759999999999999,2.24,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A580>
342,CCCCCCc1sc(c2c1OCCO2)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,481.0,,Dichloromethane,672.0,12.01,0.696,5.62,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A5D0>
343,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,470.0,,Dichloromethane,717.0,16.13,0.6809999999999999,7.87,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A620>
344,CCCCCCc1sc(c2c1OCCO2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,466.0,,Dichloromethane,746.0,16.65,0.642,7.98,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A670>
345,CCCCCCc1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,457.0,,Dichloromethane,783.0,15.18,0.679,8.07,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A6C0>
346,CCCCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCCCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine,459.0,570.0,THF/DCM (1:1),802.0,10.35,0.69,5.73,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A710>
347,CCCCCCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,phenothiazine,428.0,552.0,THF/DCM (1:1),768.0,8.47,0.7,4.54,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A760>
348,CCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,phenothiazine,459.0,566.0,THF/DCM (1:1),785.0,8.65,0.71,4.79,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A7B0>
349,COc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine,420.0,550.0,THF/DCM (1:1),773.0,8.56,0.69,4.53,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A800>
353,N#C/C(=C\c1ccc(o1)c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine,421.0,,Acetonitrile,682.0,14.43,0.69,6.79,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A850>
354,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine,406.0,,Acetonitrile,680.0,12.64,0.7,6.02,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A8A0>
355,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine,385.0,,Acetonitrile,635.0,10.86,0.71,4.9,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A8F0>
357,CCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine,439.0,586.0,THF,709.0,6.13,0.67,2.91,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A940>
358,CC(CCOc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCC(C)C)cccc1)C(=O)O)C,phenothiazine,477.0,,chloroform,610.0,9.99,0.71,4.36,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A990>
360,CCCCN1c2ccc(cc2Sc2c1cccc2)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,phenothiazine,466.0,546.0,dichloromethane,693.8,11.29,0.6938,5.43,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4A9E0>
361,CCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine,448.0,634.0,dichloromethane,706.6,11.33,0.6693,5.36,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4AA30>
363,CCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(o1)/C=C(/C(=O)O)\C#N,phenothiazine,442.0,641.0,dichloromethane,734.6,11.9,0.6890000000000001,6.02,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4AA80>
369,COCCOCCOCCN1c2ccccc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N,phenothiazine,,,-,660.0,8.36,0.74,4.07,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4AAD0>
370,OCCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine,,,-,650.0,8.03,0.75,3.88,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4AB20>
371,N#C/C(=C\c1ccc2c(c1)Sc1c(N2C)cccc1)/C(=O)O,phenothiazine,,,-,660.0,6.5,0.75,3.21,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4AB70>
372,N#C/C(=C\c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine,408.0,,dichloromethane,587.0,4.45,0.7,1.83,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4ABC0>
381,CCCCCCN(c1ccccc1)c1ccc(cc1)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N,phenothiazine,463.0,599.0,CH2Cl2/MeOH (1:1),655.0,8.2,0.71,3.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4AC10>
404,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc2c(c1)Sc1c(N2CCCC)cccc1)/C=C(/C(=O)O)\C#N,phenothiazine,532.0,610.0,dichloromethane,774.0,12.9,0.7,7.0,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4AC60>
405,N#C/C(=C/c1ccc(s1)/C=C/c1ccc2c(c1)Sc1c(N2)cc(cc1)SC)/C(=O)O,phenothiazine,,,-,691.0,15.2,0.7,7.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4ACB0>
407,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)C=C(C(=O)O)C#N,phenothiazine,449.0,645.0,THF,694.0,10.84,0.7240000000000001,5.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4AD00>
409,CCCCCCc1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)C=C(C(=O)O)C#N,phenothiazine,444.0,645.0,THF,645.0,9.19,0.725,4.3,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4AD50>
410,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(cc1OCCCC)OCCCC)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine,498.0,,dichloromethane,645.0,14.71,0.6729999999999999,6.4,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4ADA0>
